"UNIPROT","ENTREZID","SYMBOL"
"Q96EB1","26610","ELP4"
"Q8TE02","23587","ELP5"
"Q0PNE2","54859","ELP6"
"Q6PCB8","133418","EMB"
"Q8N766","23065","EMC1"
"Q5UCC4","284361","EMC10"
"Q15006","9694","EMC2"
"Q9P0I2","55831","EMC3"
"Q5J8M3","51234","EMC4"
"Q9BV81","83460","EMC6"
"Q9NPA0","56851","EMC7"
"O43402","10328","EMC8"
"Q9Y3B6","51016","EMC9"
"P50402","2010","EMD"
"Q96AY2","146956","EME1"
"Q92979","10436","EMG1"
"Q9BXX0","84034","EMILIN2"
"O00423","2009","EML1"
"O95834","24139","EML2"
"Q9HC35","27436","EML4"
"Q7Z589","56946","EMSY"
"Q04741","2016","EMX1"
"P19622","2020","EN2"
"Q8N8S7","55740","ENAH"
"Q14249","2021","ENDOG"
"Q8NFI3","64772","ENGASE"
"P06733","2023","ENO1"
"P09104","2026","ENO2"
"P13929","2027","ENO3"
"Q9UHY7","58478","ENOPH1"
"Q16206","10495","ENOX2"
"P22413","5167","ENPP1"
"Q9Y6X5","22875","ENPP4"
"Q9UJA9","59084","ENPP5"
"O43768","2029","ENSA"
"O75356","957","ENTPD5"
"Q9NPA8","56943","ENY2"
"Q5NDL2","285203","EOGT"
"Q09472","2033","EP300"
"Q96L91","57634","EP400"
"P11171","2035","EPB41"
"Q9H4G0","2036","EPB41L1"
"O43491","2037","EPB41L2"
"Q9Y2J2","23136","EPB41L3"
"Q9HCM4","57669","EPB41L5"
"Q9H2F5","80314","EPC1"
"Q52LR7","26122","EPC2"
"Q9UM22","54749","EPDR1"
"P29317","1969","EPHA2"
"P29323","2048","EPHB2"
"P54760","2050","EPHB4"
"P07099","2052","EPHX1"
"P34913","2053","EPHX2"
"Q9Y6I3","29924","EPN1"
"O95208","22905","EPN2"
"A6NHQ4","100170841","EPOP"
"P58107","83481","EPPK1"
"P07814","2058","EPRS1"
"P42566","2060","EPS15"
"Q9UBC2","58513","EPS15L1"
"Q12929","2059","EPS8"
"O75616","26284","ERAL1"
"Q96RT1","55914","ERBIN"
"Q8IUD2","23085","ERC1"
"P07992","2067","ERCC1"
"P18074","2068","ERCC2"
"P19447","2071","ERCC3"
"Q92889","2072","ERCC4"
"P28715","2073","ERCC5"
"Q03468","2074","ERCC6"
"Q2NKX8","54821","ERCC6L"
"P50548","2077","ERF"
"Q9UKR5","11161","ERG28"
"Q969X5","57222","ERGIC1"
"Q96RQ1","51290","ERGIC2"
"Q9Y282","51614","ERGIC3"
"P84090","2079","ERH"
"Q8IV48","90459","ERI1"
"O43414","79033","ERI3"
"Q86X53","157697","ERICH1"
"Q96DZ1","27248","ERLEC1"
"O75477","10613","ERLIN1"
"O94905","11160","ERLIN2"
"Q7Z2K6","79956","ERMP1"
"Q96HE7","30001","ERO1A"
"Q86YB8","56605","ERO1B"
"P30040","10961","ERP29"
"B3KNS4","105372481","ERVK3-1"
"Q96AP7","90952","ESAM"
"Q5FWF5","114799","ESCO1"
"Q56NI9","157570","ESCO2"
"P10768","2098","ESD"
"Q9H501","51575","ESF1"
"Q14674","9700","ESPL1"
"Q96DF8","8220","ESS2"
"Q9BSJ8","23344","ESYT1"
"A0FGR8","57488","ESYT2"
"P62495","2107","ETF1"
"P13804","2108","ETFA"
"P38117","2109","ETFB"
"Q16134","2110","ETFDH"
"Q6IPR1","144363","ETFRF1"
"O95571","23474","ETHE1"
"Q9HBU6","55500","ETNK1"
"P41162","2117","ETV3"
"P41212","2120","ETV6"
"Q9NYK6","54149","C21orf91"
"Q96CN4","115704","EVI5L"
"Q9UI08","51466","EVL"
"Q01844","2130","EWSR1"
"Q9NVH0","55218","EXD2"
"Q9UQ84","9156","EXO1"
"Q9NV70","55763","EXOC1"
"Q96KP1","55770","EXOC2"
"O60645","11336","EXOC3"
"Q96A65","60412","EXOC4"
"O00471","10640","EXOC5"
"Q8TAG9","54536","EXOC6"
"Q9Y2D4","23233","EXOC6B"
"Q9UPT5","23265","EXOC7"
"Q8IYI6","149371","EXOC8"
"Q9Y2C4","9941","EXOG"
"Q9Y3B2","51013","EXOSC1"
"Q01780","5394","EXOSC10"
"Q13868","23404","EXOSC2"
"Q9NQT5","51010","EXOSC3"
"Q9NPD3","54512","EXOSC4"
"Q9NQT4","56915","EXOSC5"
"Q5RKV6","118460","EXOSC6"
"Q15024","23016","EXOSC7"
"Q96B26","11340","EXOSC8"
"Q06265","5393","EXOSC9"
"Q16394","2131","EXT1"
"Q93063","2132","EXT2"
"Q9UBQ6","2135","EXTL2"
"Q99504","2140","EYA3"
"O95677","2070","EYA4"
"Q92800","2145","EZH1"
"Q15910","2146","EZH2"
"P15311","7430","EZR"
"P00742","2159","F10"
"Q9Y624","50848","F11R"
"P23610","8263","F8A1"
"P23610","474383","F8A2"
"P23610","474384","F8A3"
"Q6NZ36","199990","FAAP20"
"Q01469","2171","FABP5"
"Q13158","8772","FADD"
"O60427","3992","FADS1"
"O95864","9415","FADS2"
"Q9UNN5","11124","FAF1"
"Q96CS3","23197","FAF2"
"P16930","2184","FAH"
"Q6P587","81889","FAHD1"
"Q96GK7","51011","FAHD2A"
"Q6P2I3","151313","FAHD2B"
"Q9NVQ4","55179","FAIM"
"Q9H098","83641","FAM107B"
"Q9BQ89","83541","FAM110A"
"Q8TC76","90362","FAM110B"
"Q9NRY5","10827","FAM114A2"
"Q9C073","81558","FAM117A"
"Q6P1L5","150864","FAM117B"
"Q9BPY3","79607","FAM118B"
"Q9NZB2","23196","FAM120A"
"Q96EK7","84498","FAM120B"
"Q9NX05","54954","FAM120C"
"Q5BKY9","257415","FAM133B"
"Q96C01","84908","FAM136A"
"O94988","10144","FAM13A"
"Q8NDB6","29057","FAM156A"
"Q8NDB6","727866","FAM156B"
"Q3B820","84140","FAM161A"
"Q96A26","26355","FAM162A"
"Q9Y6X4","26049","FAM169A"
"Q5VUB5","221061","FAM171A1"
"A8MVW0","284069","FAM171A2"
"Q8N128","283635","FAM177A1"
"Q8NB25","79632","FAM184A"
"Q8N0U4","222234","FAM185A"
"P78312","8603","FAM193A"
"Q96PV7","54540","FAM193B"
"Q9H8W3","63877","FAM204A"
"O75063","9917","FAM20B"
"Q96ND0","125228","FAM210A"
"Q96KR6","116151","FAM210B"
"Q5XKK7","57184","FAM219B"
"A4D161","340277","FAM221A"
"Q9H0X4","83986","FAM234A"
"Q8N8J7","132720","FAM241A"
"Q96D05","219738","FAM241B"
"Q9Y421","26017","FAM32A"
"P98173","60343","FAM3A"
"Q14320","9130","FAM50A"
"Q9Y247","26240","FAM50B"
"Q9NYF3","51307","FAM53C"
"Q8TAV0","199870","FAM76A"
"Q5HYJ3","143684","FAM76B"
"Q5T0W9","222584","FAM83B"
"Q9H4H8","81610","FAM83D"
"Q6ZRV2","286077","FAM83H"
"Q9UBU6","51439","FAM8A1"
"Q658Y4","157769","FAM91A1"
"Q8NCA5","25940","FAM98A"
"Q52LJ0","283742","FAM98B"
"Q17RN3","147965","FAM98C"
"O15360","2175","FANCA"
"Q8NB91","2187","FANCB"
"Q9BXW9","2177","FANCD2"
"O15287","2189","FANCG"
"Q9NVI1","55215","FANCI"
"Q8WVX9","84188","FAR1"
"Q9Y4F1","10160","FARP1"
"O94887","9855","FARP2"
"O95363","10667","FARS2"
"Q9Y285","2193","FARSA"
"Q9NSD9","10056","FARSB"
"P25445","355","FAS"
"P49327","2194","FASN"
"Q9NYY8","22868","FASTKD2"
"Q14CZ7","79072","FASTKD3"
"Q7L8L6","60493","FASTKD5"
"Q8TDW7","120114","FAT3"
"P62861","2197","FAU"
"Q8TES7","85302","FBF1"
"P22087","2091","FBL"
"P23142","2192","FBLN1"
"Q9UBX5","10516","FBLN5"
"P35556","2201","FBN2"
"Q9NXK8","54850","FBXL12"
"Q9H469","79176","FBXL15"
"Q96ME1","80028","FBXL18"
"Q6PCT2","54620","FBXL19"
"Q96IG2","84961","FBXL20"
"Q86XK2","80204","FBXO11"
"Q96EF6","115290","FBXO17"
"Q8NEZ5","26263","FBXO22"
"Q9NVF7","23219","FBXO28"
"Q9UK99","26273","FBXO3"
"Q8TB52","84085","FBXO30"
"Q6PIJ6","81545","FBXO38"
"Q9UKT5","26272","FBXO4"
"Q6P3S6","54455","FBXO42"
"Q9H4M3","93611","FBXO44"
"P0C2W1","200933","FBXO45"
"Q9UKT4","26271","FBXO5"
"Q9Y3I1","25793","FBXO7"
"Q9UK97","26268","FBXO9"
"Q9UKB1","23291","FBXW11"
"Q9Y324","51077","FCF1"
"P55899","2217","FCGRT"
"Q0JRZ9","115548","FCHO2"
"Q86WN1","89848","FCHSD1"
"O94868","9873","FCHSD2"
"P37268","2222","FDFT1"
"P14324","2224","FDPS"
"P10109","2230","FDX1"
"P22570","2232","FDXR"
"P22830","2235","FECH"
"Q9UK73","10116","FEM1B"
"P39748","2237","FEN1"
"Q96AC1","10979","FERMT2"
"Q9UHY8","9637","FEZ2"
"P98174","2245","FGD1"
"Q96M96","121512","FGD4"
"P09038","2247","FGF2"
"P11362","2260","FGFR1"
"P21802","2263","FGFR2"
"P07954","2271","FH"
"Q8N612","84067","FHIP1B"
"Q5W0V3","57700","FHIP2A"
"P49789","2272","FHIT"
"Q14192","2274","FHL2"
"Q13643","2275","FHL3"
"Q9Y613","29109","FHOD1"
"O43427","9158","FIBP"
"Q92562","9896","FIG4"
"Q6PIW4","63979","FIGNL1"
"Q9NSG2","55732","FIRRM"
"Q9Y3D6","51024","FIS1"
"Q96SL8","84922","FIZ1"
"Q96AY3","60681","FKBP10"
"Q9NWM8","55033","FKBP14"
"Q5T1M5","23307","FKBP15"
"P62942","2280","FKBP1A"
"P68106","2281","FKBP1B"
"P26885","2286","FKBP2"
"Q00688","2287","FKBP3"
"Q02790","2288","FKBP4"
"Q13451","2289","FKBP5"
"Q9Y680","51661","FKBP7"
"Q14318","23770","FKBP8"
"O95302","11328","FKBP9"
"Q9H9S5","79147","FKRP"
"Q8NFF5","80308","FLAD1"
"Q8NFG4","201163","FLCN"
"Q13045","2314","FLII"
"P21333","2316","FLNA"
"O75369","2317","FLNB"
"Q14315","2318","FLNC"
"O75955","10211","FLOT1"
"Q14254","2319","FLOT2"
"Q9NZU0","23767","FLRT3"
"Q9Y5Y0","28982","FLVCR1"
"Q4VC44","84256","FLYWCH1"
"Q96CP2","114984","FLYWCH2"
"Q96HJ9","154791","FMC1"
"Q9NZ56","56776","FMN2"
"Q96PY5","114793","FMNL2"
"Q06787","2332","FMR1"
"Q9HA64","79672","FN3KRP"
"Q96RU3","23048","FNBP1"
"Q5T0N5","54874","FNBP1L"
"Q8N3X1","23360","FNBP4"
"F2Z333","643988","FNDC10"
"Q9Y2H6","22862","FNDC3A"
"Q53EP0","64778","FNDC3B"
"P49354","2339","FNTA"
"P49356","2342","FNTB"
"Q5VW36","54914","FOCAD"
"P53539","2354","FOSB"
"P55317","3169","FOXA1"
"Q99853","27023","FOXB1"
"Q12948","2296","FOXC1"
"O60548","2306","FOXD2"
"Q12946","2294","FOXF1"
"Q12947","2295","FOXF2"
"P55316","2290","FOXG1"
"Q9P0K8","55810","FOXJ2"
"Q9UPW0","22887","FOXJ3"
"P85037","221937","FOXK1"
"Q01167","3607","FOXK2"
"Q08050","2305","FOXM1"
"O00409","1112","FOXN3"
"Q12778","2308","FOXO1"
"O43524","2309","FOXO3"
"Q9H334","27086","FOXP1"
"O15409","93986","FOXP2"
"Q8IVH2","116113","FOXP4"
"Q96CU9","55572","FOXRED1"
"Q8IWF2","80020","FOXRED2"
"O14772","8790","FPGT"
"Q70Z53","118924","FRA10AC1"
"Q86XX4","80144","FRAS1"
"O75474","23401","FRAT2"
"Q5SZK8","341640","FREM2"
"Q14331","2483","FRG1"
"Q96NE9","122786","FRMD6"
"Q9BZ67","83786","FRMD8"
"Q6ZNA5","391059","FRRS1"
"Q8WU20","10818","FRS2"
"O94915","285527","FRYL"
"Q16658","6624","FSCN1"
"Q9BTV5","79187","FSD1"
"Q12841","11167","FSTL1"
"P02794","2495","FTH1"
"Q9C0B1","79068","FTO"
"Q9UET6","24140","FTSJ1"
"Q8IY81","117246","FTSJ3"
"Q96AE4","8880","FUBP1"
"Q96I24","8939","FUBP3"
"P04066","2517","FUCA1"
"Q9BTY2","2519","FUCA2"
"Q9BWH2","65991","FUNDC2"
"A2VDF0","282969","FUOM"
"P35637","2521","FUS"
"Q495W5","170384","FUT11"
"P51114","8087","FXR1"
"P51116","9513","FXR2"
"Q9BQS8","79443","FYCO1"
"P06241","2534","FYN"
"Q96QD9","84248","FYTTD1"
"O60353","8323","FZD6"
"Q13283","10146","G3BP1"
"Q9UN86","9908","G3BP2"
"Q9BUM1","92579","G6PC3"
"P11413","2539","G6PD"
"P10253","2548","GAA"
"Q13480","2549","GAB1"
"O95166","11337","GABARAP"
"Q9H0R8","23710","GABARAPL1"
"P60520","11345","GABARAPL2"
"Q06546","2551","GABPA"
"Q8TAE8","90480","GADD45GIP1"
"O14976","2580","GAK"
"Q14376","2582","GALE"
"P51570","2584","GALK1"
"Q96C23","130589","GALM"
"P34059","2588","GALNS"
"Q10472","2589","GALNT1"
"Q8NCW6","63917","GALNT11"
"Q8N428","57452","GALNT16"
"Q10471","2590","GALNT2"
"Q8NCL4","11226","GALNT6"
"Q86SF2","51809","GALNT7"
"P07902","2592","GALT"
"Q14353","2593","GAMT"
"Q9H2C0","8139","GAN"
"Q14697","23193","GANAB"
"P04406","2597","GAPDH"
"Q14C86","26130","GAPVD1"
"Q9NY12","54433","GAR1"
"Q9H706","64762","GAREM1"
"O15063","9710","GARRE1"
"P41250","2617","GARS1"
"P22102","2618","GART"
"P54826","2619","GAS1"
"Q86XJ1","283431","GAS2L3"
"P23769","2624","GATA2"
"P23771","2625","GATA3"
"Q92908","2627","GATA6"
"Q8WUU5","57798","GATAD1"
"Q86YP4","54815","GATAD2A"
"Q8WXI9","57459","GATAD2B"
"O75879","5188","GATB"
"O43716","283459","GATC"
"Q8NB37","347862","GATD1"
"P04062","2629","GBA1"
"Q9HCG7","57704","GBA2"
"Q04446","2632","GBE1"
"Q92538","8729","GBF1"
"P28676","25801","GCA"
"O75600","23464","GCAT"
"Q96CN9","79571","GCC1"
"Q8IWJ2","9648","GCC2"
"Q92947","2639","GCDH"
"P16383","6936","GCFC2"
"P30047","2644","GCHFR"
"P48506","2729","GCLC"
"P48507","2730","GCLM"
"Q92616","10985","GCN1"
"P23434","2653","GCSH"
"Q8TB36","54332","GDAP1"
"Q9NXN4","54834","GDAP2"
"Q9NZC3","51573","GDE1"
"P31150","2664","GDI1"
"P50395","2665","GDI2"
"Q8N9F7","284161","GDPD1"
"Q6ZNW5","390637","GDPGP1"
"O14893","8487","GEMIN2"
"P57678","50628","GEMIN4"
"Q8TEQ6","25929","GEMIN5"
"Q8WXD5","79833","GEMIN6"
"Q9H840","79760","GEMIN7"
"Q9NWZ8","54960","GEMIN8"
"Q17RS7","348654","GEN1"
"O00258","7485","GET1"
"O43681","439","GET3"
"Q7L5D6","51608","GET4"
"P55789","2671","GFER"
"Q96RP9","85476","GFM1"
"Q969S9","84340","GFM2"
"Q06210","2673","GFPT1"
"P56159","2674","GFRA1"
"Q13630","7264","GFUS"
"Q9UJY5","26088","GGA1"
"Q9UJY4","23062","GGA2"
"Q9NZ52","23163","GGA3"
"O75223","79017","GGCT"
"P38435","2677","GGCX"
"Q92820","8836","GGH"
"Q9H3C7","79893","GGNBP2"
"O95749","9453","GGPS1"
"Q9UJ14","2686","GGT7"
"Q8N2G8","84514","GHDC"
"Q8IVV7","79018","GID4"
"Q9NWU2","54994","GID8"
"O75420","64599","GIGYF1"
"Q6Y7W6","26058","GIGYF2"
"Q14691","9837","GINS1"
"Q9Y248","51659","GINS2"
"Q9BRX5","64785","GINS3"
"Q9BRT9","84296","GINS4"
"O14908","10755","GIPC1"
"Q9Y2X7","28964","GIT1"
"Q14161","9815","GIT2"
"Q5VSY0","80318","GKAP1"
"P06280","2717","GLA"
"P16278","2720","GLB1"
"Q8IW92","89944","GLB1L2"
"Q86VQ1","113263","GLCCI1"
"O94923","26035","GLCE"
"P23378","2731","GLDC"
"Q53GS7","2733","GLE1"
"Q92896","2734","GLG1"
"P10070","2736","GLI2"
"P10071","2737","GLI3"
"P10075","2738","GLI4"
"Q9H4G4","152007","GLIPR2"
"Q92990","11146","GLMN"
"Q8WWB7","112770","GLMP"
"Q04760","2739","GLO1"
"Q9HC38","51031","GLOD4"
"O76003","10539","GLRX3"
"Q86SX6","51218","GLRX5"
"O94925","2744","GLS"
"Q9NZD2","51228","GLTP"
"P00367","2746","GLUD1"
"P15104","2752","GLUL"
"Q49A26","84656","GLYR1"
"P17900","2760","GM2A"
"O60547","2762","GMDS"
"Q9Y692","10691","GMEB1"
"Q9UKD1","26205","GMEB2"
"P60983","2764","GMFB"
"O75496","51053","GMNN"
"Q96IJ6","29926","GMPPA"
"Q9Y5P6","29925","GMPPB"
"P36959","2766","GMPR"
"Q9P2T1","51292","GMPR2"
"P49915","8833","GMPS"
"P29992","2767","GNA11"
"Q03113","2768","GNA12"
"Q14344","10672","GNA13"
"P63096","2770","GNAI1"
"P04899","2771","GNAI2"
"P08754","2773","GNAI3"
"P50148","2776","GNAQ"
"Q5JWF2","2778","GNAS"
"P62873","2782","GNB1"
"Q9BYB4","54584","GNB1L"
"Q9HAV0","59345","GNB4"
"Q9Y223","10020","GNE"
"Q9UBI6","55970","GNG12"
"P50150","2786","GNG4"
"O60262","2788","GNG7"
"P36915","2794","GNL1"
"Q13823","29889","GNL2"
"Q9BVP2","26354","GNL3"
"Q9NVN8","54552","GNL3L"
"O15228","8443","GNPAT"
"P46926","10007","GNPDA1"
"Q8TDQ7","132789","GNPDA2"
"Q96EK6","64841","GNPNAT1"
"Q3T906","79158","GNPTAB"
"Q9UJJ9","84572","GNPTG"
"P15586","2799","GNS"
"Q92805","2800","GOLGA1"
"Q08379","2801","GOLGA2"
"Q08378","2802","GOLGA3"
"Q13439","2803","GOLGA4"
"Q8TBA6","9950","GOLGA5"
"Q14789","2804","GOLGB1"
"O00461","27333","GOLIM4"
"Q6P4E1","113201","GOLM2"
"Q9H4A6","64083","GOLPH3"
"Q9H4A5","55204","GOLPH3L"
"Q9Y3E0","51026","GOLT1B"
"Q9BXV9","84520","GON7"
"Q9HD26","57120","GOPC"
"Q5T7V8","92344","GORAB"
"Q9H8Y8","26003","GORASP2"
"O95249","9527","GOSR1"
"O14653","9570","GOSR2"
"P17174","2805","GOT1"
"P00505","2806","GOT2"
"O43292","8733","GPAA1"
"Q8IXQ4","55425","GPALPP1"
"O95872","7918","GPANK1"
"Q86UL3","137964","GPAT4"
"Q9BRR8","55094","GPATCH1"
"Q8N954","253635","GPATCH11"
"Q9NW75","55105","GPATCH2"
"Q96I76","63906","GPATCH3"
"Q5T3I0","54865","GPATCH4"
"Q9UKJ3","23131","GPATCH8"
"Q86WP2","65056","GPBP1"
"P35052","2817","GPC1"
"O75487","2239","GPC4"
"Q9NPB8","56261","GPCPD1"
"Q8N335","23171","GPD1L"
"P43304","2820","GPD2"
"Q9NQX3","10243","GPHN"
"P06744","2821","GPI"
"Q92917","27238","GPKOW"
"Q13491","2824","GPM6B"
"Q9HCN4","11321","GPN1"
"Q9UHW5","51184","GPN3"
"Q5VW38","57720","GPR107"
"Q86V85","160897","GPR180"
"Q13585","9248","GPR50"
"Q96D09","114928","GPRASP2"
"Q96D09","100528062","ARMCX5-GPRASP2"
"Q8NFJ5","9052","GPRC5A"
"Q7Z2K8","114787","GPRIN1"
"Q13098","2873","GPS1"
"Q13227","2874","GPS2"
"Q86YR5","26086","GPSM1"
"Q8TD30","84706","GPT2"
"P07203","2876","GPX1"
"P22352","2878","GPX3"
"P36969","2879","GPX4"
"Q8TED1","493869","GPX8"
"Q13322","2887","GRB10"
"P62993","2885","GRB2"
"Q9UBQ7","9380","GRHPR"
"Q4V328","56850","GRIPAP1"
"P25098","156","GRK2"
"P43250","2870","GRK6"
"P28799","2896","GRN"
"Q9HAV7","80273","GRPEL1"
"Q8TAA5","134266","GRPEL2"
"Q12849","2926","GRSF1"
"Q9BQ67","83743","GRWD1"
"O60443","1687","GSDME"
"Q14687","23199","GSE1"
"P49840","2931","GSK3A"
"P49841","2932","GSK3B"
"Q9P0R6","51527","GSKIP"
"P15170","2935","GSPT1"
"P00390","2936","GSR"
"P48637","2937","GSS"
"Q8NEC7","79807","GSTCD"
"Q9Y2Q3","373156","GSTK1"
"P28161","2946","GSTM2"
"P21266","2947","GSTM3"
"P78417","9446","GSTO1"
"O43708","2954","GSTZ1"
"P52655","2957","GTF2A1"
"P52657","2958","GTF2A2"
"Q00403","2959","GTF2B"
"P29083","2960","GTF2E1"
"P29084","2961","GTF2E2"
"P35269","2962","GTF2F1"
"P13984","2963","GTF2F2"
"P32780","2965","GTF2H1"
"Q13888","2966","GTF2H2"
"Q13888","728340","GTF2H2C"
"Q13889","2967","GTF2H3"
"Q92759","2968","GTF2H4"
"P78347","2969","GTF2I"
"Q9UHL9","9569","GTF2IRD1"
"Q92664","2971","GTF3A"
"Q8WUA4","2976","GTF3C2"
"Q9Y5Q9","9330","GTF3C3"
"Q9UKN8","9329","GTF3C4"
"Q9Y5Q8","9328","GTF3C5"
"O00178","9567","GTPBP1"
"A4D1E9","85865","GTPBP10"
"Q9BX10","54676","GTPBP2"
"Q969Y2","84705","GTPBP3"
"Q9BZE4","23560","GTPBP4"
"O43824","8225","GTPBP6"
"Q8N3Z3","29083","GTPBP8"
"Q9NYZ3","51512","GTSE1"
"Q02153","2983","GUCY1B1"
"Q16774","2987","GUK1"
"Q9UBP9","51454","GULP1"
"P08236","2990","GUSB"
"Q4G148","283464","GXYLT1"
"P46976","2992","GYG1"
"O15488","8908","GYG2"
"P13807","2997","GYS1"
"Q9H116","64412","GZF1"
"P07305","3005","H1-0"
"Q92522","8971","H1-10"
"P16403","3006","H1-2"
"P16402","3007","H1-3"
"P10412","3008","H1-4"
"Q8IUE6","317772","H2AC21"
"P16104","3014","H2AX"
"Q5TEC6","440686","H3-7"
"P62805","8294","H4C9"
"P62805","8359","H4C1"
"P62805","8360","H4C4"
"P62805","8361","H4C6"
"P62805","8362","H4C12"
"P62805","8363","H4C11"
"P62805","8364","H4C3"
"P62805","8365","H4C8"
"P62805","8366","H4C2"
"P62805","8367","H4C5"
"P62805","8368","H4C13"
"P62805","8370","H4C14"
"P62805","121504","H4C16"
"P62805","554313","H4C15"
"O95479","9563","H6PD"
"Q5JVS0","22927","HABP4"
"Q9P035","51495","HACD3"
"Q8IYU2","57531","HACE1"
"Q9UJ83","26061","HACL1"
"Q16836","3033","HADH"
"P40939","3030","HADHA"
"P55084","3032","HADHB"
"Q16775","3029","HAGH"
"O96004","9421","HAND1"
"Q14CZ0","29035","HAPSTR1"
"P49590","23438","HARS2"
"Q8TF76","83903","HASPIN"
"O14929","8520","HAT1"
"Q96CS2","115106","HAUS1"
"Q9NVX0","55142","HAUS2"
"Q68CZ6","79441","HAUS3"
"Q9H6D7","54930","HAUS4"
"Q7Z4H7","54801","HAUS6"
"Q99871","55559","HAUS7"
"Q9BT25","93323","HAUS8"
"O00165","10456","HAX1"
"Q9Y450","10767","HBS1L"
"P53701","3052","HCCS"
"P51610","3054","HCFC1"
"Q9Y5Z7","29915","HCFC2"
"Q13547","3065","HDAC1"
"Q92769","3066","HDAC2"
"O15379","8841","HDAC3"
"P56524","9759","HDAC4"
"Q9UQL6","10014","HDAC5"
"Q9UBN7","10013","HDAC6"
"Q7Z4H3","51020","HDDC2"
"Q8N4P3","374659","HDDC3"
"P51858","3068","HDGF"
"Q7Z4V5","84717","HDGFL2"
"Q9Y3E1","50810","HDGFL3"
"Q9H0R4","84064","HDHD2"
"Q9BSH5","81932","HDHD3"
"Q00341","3069","HDLBP"
"Q9H583","55127","HEATR1"
"Q7Z4Q2","55027","HEATR3"
"Q86XA9","25938","HEATR5A"
"Q9P2D3","54497","HEATR5B"
"Q6AI08","63897","HEATR6"
"Q9NRV9","50865","HEBP1"
"Q9Y5Z4","23593","HEBP2"
"Q9UBI9","51696","HECA"
"Q9ULT8","25831","HECTD1"
"Q5T447","79654","HECTD3"
"Q9ULI3","57493","HEG1"
"Q8NG08","92797","HELB"
"Q9NRZ9","3070","HELLS"
"P42694","9931","HELZ"
"Q9BYK8","85441","HELZ2"
"O95714","8924","HERC2"
"Q5GLZ8","26091","HERC4"
"Q9UII4","51191","HERC5"
"Q14469","3280","HES1"
"Q9HCC6","57801","HES4"
"P06865","3073","HEXA"
"P07686","3074","HEXB"
"O94992","10614","HEXIM1"
"Q96MH2","124790","HEXIM2"
"Q9Y5J3","23462","HEY1"
"Q9BTY7","51236","HGH1"
"O14964","9146","HGS"
"Q68CP4","138050","HGSNAT"
"P31937","11112","HIBADH"
"Q6NVY1","26275","HIBCH"
"Q96JB3","23119","HIC2"
"Q8IV36","283987","HID1"
"A8MVS5","255809","C19orf38"
"Q9NWT6","55662","HIF1AN"
"Q9Y241","25994","HIGD1A"
"Q53FT3","51501","HIKESHI"
"P49773","3094","HINT1"
"Q9BX68","84681","HINT2"
"Q9NQE9","135114","HINT3"
"O00291","3092","HIP1"
"O75146","9026","HIP1R"
"P54198","7290","HIRA"
"Q9BW71","8479","HIRIP3"
"P15822","3096","HIVEP1"
"P31629","3097","HIVEP2"
"Q8NCD3","55355","HJURP"
"P19367","3098","HK1"
"P52789","3099","HK2"
"P01889","3106","HLA-B"
"P10321","3107","HLA-C"
"P13747","3133","HLA-E"
"P50747","3141","HLCS"
"Q14527","6596","HLTF"
"Q14774","3142","HLX"
"Q8TCT9","81502","HM13"
"Q6NT76","79618","HMBOX1"
"P08397","3145","HMBS"
"Q96FZ2","56941","HMCES"
"Q9NP66","10363","HMG20A"
"Q9P0W2","10362","HMG20B"
"P17096","3159","HMGA1"
"P52926","8091","HMGA2"
"P09429","3146","HMGB1"
"P26583","3148","HMGB2"
"O15347","3149","HMGB3"
"P35914","3155","HMGCL"
"P05114","3150","HMGN1"
"P05204","3151","HMGN2"
"P82970","79366","HMGN5"
"Q9UGU5","10042","HMGXB4"
"P30519","3163","HMOX2"
"Q13151","10949","HNRNPA0"
"P09651","3178","HNRNPA1"
"P22626","3181","HNRNPA2B1"
"P51991","220988","HNRNPA3"
"P07910","3183","HNRNPC"
"Q14103","3184","HNRNPD"
"O14979","9987","HNRNPDL"
"P52597","3185","HNRNPF"
"P31943","3187","HNRNPH1"
"P55795","3188","HNRNPH2"
"P31942","3189","HNRNPH3"
"P61978","3190","HNRNPK"
"P14866","3191","HNRNPL"
"Q8WVV9","92906","HNRNPLL"
"P52272","4670","HNRNPM"
"O43390","10236","HNRNPR"
"Q00839","3192","HNRNPU"
"Q9BUJ2","11100","HNRNPUL1"
"Q1KMD3","221092","HNRNPUL2"
"Q86YM7","9456","HOMER1"
"Q9NSB8","9455","HOMER2"
"Q8IX15","57594","HOMEZ"
"Q9UJC3","51361","HOOK1"
"Q96ED9","29911","HOOK2"
"Q86VS8","84376","HOOK3"
"P31260","3206","HOXA10"
"P31270","3207","HOXA11"
"P31271","3209","HOXA13"
"P20719","3202","HOXA5"
"P17483","3214","HOXB4"
"P17509","3216","HOXB6"
"P17482","3219","HOXB9"
"Q9NYD6","3226","HOXC10"
"O43248","3227","HOXC11"
"P31276","3229","HOXC13"
"P31274","3225","HOXC9"
"P31277","3237","HOXD11"
"P35453","3239","HOXD13"
"Q5SSJ5","50809","HP1BP3"
"P37235","3241","HPCAL1"
"Q9NWY4","54969","HPF1"
"Q969F9","84343","HPS3"
"Q9UPZ3","11234","HPS5"
"Q86YV9","79803","HPS6"
"Q9Y251","10855","HPSE"
"Q53T59","64342","HS1BP3"
"Q7LGA3","9653","HS2ST1"
