"","Protein.Group","Genes","LFQ.100_a_RDH12_atRAL5hr","LFQ.100_b_RDH12_atRAL5hr","LFQ.100_c_RDH12_atRAL5hr","LFQ.200_a_RDH12_atRAL5hr","LFQ.200_b_RDH12_atRAL5hr","LFQ.200_c_RDH12_atRAL5hr","LFQ.control_a_RDH12_atRAL5hr","LFQ.control_b_RDH12_atRAL5hr","LFQ.control_c_RDH12_atRAL5hr","LFQ.100_a_GFP_atRAL5hr+24h_recvr","LFQ.100_b_GFP_atRAL5hr+24h_recvr","LFQ.100_c_GFP_atRAL5hr+24h_recvr","LFQ.200_a_GFP_atRAL5hr+24h_recvr","LFQ.200_b_GFP_atRAL5hr+24h_recvr","LFQ.200_c_GFP_atRAL5hr+24h_recvr","LFQ.control_a_GFP_atRAL5hr+24h_recvr","LFQ.control_b_GFP_atRAL5hr+24h_recvr","LFQ.control_c_GFP_atRAL5hr+24h_recvr","LFQ.100_a_RDH12_atRAL5hr+24h_recvr","LFQ.100_b_RDH12_atRAL5hr+24h_recvr","LFQ.100_c_RDH12_atRAL5hr+24h_recvr","LFQ.200_a_RDH12_atRAL5hr+24h_recvr","LFQ.200_b_RDH12_atRAL5hr+24h_recvr","LFQ.200_c_RDH12_atRAL5hr+24h_recvr","LFQ.control_a_RDH12_atRAL5hr+24h_recvr","LFQ.control_b_RDH12_atRAL5hr+24h_recvr","LFQ.control_c_RDH12_atRAL5hr+24h_recvr"
"73","Q9NV92","NDFIP2",22467774,15384682,17854470,20342092,14589570,27888138,9558926,10739932,12076670,2744113.75,3207998.75,3536043,1877719.375,2701119,2523282,3231791.5,2208551,5016442.5,1171982.625,2933676,2592989,1743893.875,NA,3120248,1041841.438,5481482,1465402.875
"74","Q14498","RBM39",178722400,233898352,239832032,247219776,343616224,286927104,361432320,280035520,430597056,310724224,347508448,377999456,520816992,383586240,469689920,273075072,343565280,327941536,409440320,356769248,513010368,363763232,500415680,375947552,396177536,555502848,492762080
"75","Q15042","RAB3GAP1",11620335,9883303,8837068,10232750,6199966.5,8903641,7665976,6718924,8103675.5,7678234.5,8470572,8726407,6156094.5,8063946.5,9082499,8078964,8617391,7843673,7331238,6774942.5,7357551,7434694.5,7147399.5,9349535,6366393,7138138.5,8388532.5
"76","Q9NX63","CHCHD3",109517504,89743944,110798536,165000896,280915040,143094000,200826608,326514208,230434656,100738328,95343200,135459760,125399872,97764504,114342880,151556416,116990056,126341536,152714064,123153192,174936384,138755744,195921760,139997920,185531760,183821472,142301904
"77","Q6UB99","ANKRD11",4989766,6223515,6322426.5,4895030.5,13694537,5362752,10098074,14301810,12093617,10960694,9444814,12245001,10283513,7400182,9102167,12979246,14616240,11769253,14606007,13080171,17293884,14350858,23814558,17226780,14814112,16860726,15781202
"78","P26641","EEF1G",535028992,593232320,556179264,370564672,352658368,390896032,517663360,365596320,553320960,303800960,383805728,332014848,215578864,281229632,296155616,308808640,354399168,325448640,263163088,292706336,270346336,295428224,282203712,311533248,224380688,237154304,272896928
"79","Q9C086","INO80B",2466005.5,2670069.75,2909680,2163652.75,5535450.5,2829748.75,3485242.75,6308772.5,2988014.75,3451929,3987036.5,1770270.25,5315189,3798074.75,4195732.5,4304583.5,2955624,2849406.5,2090080.625,2653093.5,2731755.75,3672953,4420039,3050099.75,3409234.75,3802887.5,2622078.25
"80","P20810","CAST",30807076,28961184,35434312,16821142,53272872,26193286,106429112,161425952,106083072,48745256,33792932,68637944,29098412,17287282,10126072,70441664,92741808,66201444,37532088,35237544,64162200,40748984,106532480,66384308,42080936,49325704,37386576
"81","Q6NSJ0","MYORG",2339388.25,1678199.5,1917349,2098264.75,NA,2391829.5,1305957.125,1189269.5,NA,2110399.25,1345793.5,NA,2357115.25,2167429,2033787,NA,1275515.625,1473477.375,2091146.875,2122014,NA,NA,NA,NA,NA,6941544,NA
"82","P31350","RRM2",30609684,27514766,33670400,19368818,48224004,23719964,37128504,48779804,52134752,20453936,23983824,27915020,18399924,14041432,14670130,28345552,36371172,34821900,32109452,23027282,30920056,29546758,28045318,24711484,32087138,24331752,21506548
"83","P49848","TAF6",5120544.5,4805986,4709164,6255782,6165656,7147190.5,5027641,2877922.75,4420097,8183949,6966557,6953921,9784488,8471406,8937562,8055129.5,5536842,6069934,9435127,9325526,8029377.5,7268479,8168907.5,6505155.5,9763452,11745604,7160484.5
"84","Q16643","DBN1",28625806,46580748,41300804,25302062,46460740,43178196,43451040,41363056,73960368,35205128,31555446,32073784,53170696,35963256,38322260,28600862,40079136,32210324,35765196,46781424,36187332,30385562,42368496,31227288,38523316,30038370,28412460
"85","Q8TF74","WIPF2",8966146,7731739,13523454,5647245,16537866,7636902.5,29938702,51929416,27071702,21080356,13737139,26117218,8229549.5,6871707,3466050.5,24336764,29247478,23356358,21579128,20312108,44554508,25047410,68399256,36557620,26828306,27536394,28457556
"86","Q96L73","NSD1",4364308,5032547.5,5083191,5137802,11707605,4842915,7033653.5,6374853.5,7809063,6593593.5,6897083,6497485.5,9330937,6381147,9449990,6677230,8506662,7152007,9509096,8763717,10746539,8802629,12160685,9420608,10694353,12407659,10836812
"87","P53618","COPB1",50616152,50168432,44839160,49808160,18632408,47581224,25254522,13323096,24935162,38181840,51275968,45707164,33040314,42885612,48505744,43076884,41249452,44238804,40770224,40610512,43085196,44144460,37118820,45192632,32344868,41048796,46365244
"88","Q9NVA2","SEPTIN11",78914584,73717176,97475048,55322184,258656160,82498416,287160416,490632352,391470400,59713532,60767812,86075392,59908008,45317740,38608264,79549376,126485504,94257768,81565536,53244444,92165728,81188544,83348600,74327832,78688912,61151428,70629032
"89","O14981","BTAF1",2317996.25,2986043.5,2527625,4492772,2765149,4275268,2349140.5,NA,3724854,3767410,3600101.75,3262466.5,4889097,4584194.5,5063682.5,3284649.75,3140114.25,3437147,3379149.25,3075019,3479167,3685030.5,3192057.25,3589590.25,2899904.5,3812234.75,3524955.5
"90","O95801","TTC4",29185972,24749568,26952532,24018080,25390548,23206436,39200828,40341152,35254968,20768468,19487474,24883248,13417778,15802015,14568047,30680204,24372460,23918030,18221278,16581904,19931128,24742978,26096738,29052224,18693668,18360748,18550682
"91","P57086","SCAND1",718059.8125,493432.0625,655130.625,NA,571526.75,341706.0313,1672230.375,1647951.25,1744021.25,NA,396754.625,693821.0625,NA,202827.3281,149067.8125,1529095.625,1503531.375,1381050.5,858503.75,413346,963799.4375,1758085.25,1652675.125,1358219.875,1141212.25,1135223.5,918178.25
"92","Q96BN8","OTULIN",12872192,12212267,11832749,11536687,4781148.5,10693099,9279845,6889173,9906081,7469559.5,11285882,12516096,8994308,8612665,9645135,7949566.5,14238188,11081800,10346554,9447279,10598402,10491189,10859668,12586011,8485602,11122415,11469339
"93","Q01831","XPC",12524799,15911019,18152832,19393154,69534216,24172748,24701656,20575376,35487656,26808754,24740196,18551554,39039568,27409674,36066692,25928496,29415646,24274640,32622366,31648580,28971746,28587660,31188518,25123678,28140106,40313064,28502856
"94","Q7Z5L9","IRF2BP2",46773368,44468104,56639688,33694392,67005676,35096692,82067064,119941968,85498600,41009880,31950156,85831040,34786208,22091762,17952782,70909496,89893272,69306120,41657692,31605196,75887272,47840796,110701144,66208748,82069312,70018136,57683992
"95","Q9UNS1","TIMELESS",3645710.5,4771966.5,3338614.25,5947872,4948954,5621170,3063089.25,NA,3630839.5,7733263.5,8231823,5534701,7204820.5,6463846,7925897.5,8657916,6723370.5,6424494.5,8874849,8959954,8381477.5,8038745,7705855.5,8464255,8149656,7543760,7823663
"96","P08559","PDHA1",125369784,123088328,123811376,135338592,162382720,133397448,97084376,101373184,147749440,82333304,113921936,95502104,113346264,124793352,161578144,79475368,103168992,101242232,117755920,121526616,114311680,97719760,88229200,93939224,128996008,167960944,118714304
"97","Q10570","CPSF1",18142262,22121254,20414226,21672964,13528902,26356256,22117578,8782594,18236152,31116384,31129894,25165696,51359708,38338820,53408604,28649126,22324816,23136272,41519852,36136636,36166428,31335804,28583880,27808012,36053816,50391088,33742544
"98","Q99733","NAP1L4",111699792,126800664,143487648,103524232,353932000,156541232,303310336,397489600,421752736,97221584,84651560,81053376,88803952,74615144,72204448,87895960,92440488,86034008,98601056,124128656,90655296,99138752,115480304,90344096,80558016,107098776,70686984
"99","Q86XX4","FRAS1",8557669,5712377.5,7318756.5,8396532,10796596,7719141.5,6310628,11257635,8553443,3034952.5,3000726.5,3019360.5,2438679.5,1947629.375,2826809.5,3460421.75,4041049,3304315,3537296.75,3320653.25,3828491,3189485.5,4101075.75,3290887.75,4993002.5,5520997,3492499.75
"100","Q8N1S5","SLC39A11",740550.4375,791434.1875,754481.625,985221.625,1434465.625,1155320.75,NA,NA,NA,1047045.313,1104988.125,754538.5625,1636590.625,1775882.375,1695856.75,NA,987136.1875,672107.75,1100724.375,1453746.625,972578.5,1029105.25,557311.8125,946912.0625,1114935.625,1310199.25,735029.375
"101","Q9NVC6","MED17",20685312,22780856,21937706,29811082,13394257,30443588,16465692,5060194,14244151,22477680,23911558,20771896,30855292,29804076,35239604,21464600,17621670,20877226,21900022,22089236,22396826,21014058,18587830,18625484,19130666,23645146,20800612
"102","Q03252","LMNB2",122575096,114406912,137662112,163234560,489959520,157365968,265750976,304690912,316340704,115511664,154307360,167600816,200009952,209013024,229114928,128146512,176483120,155299312,161007824,139086944,180111872,171207456,201184704,155330352,162422320,153870512,181165056
"103","P49006","MARCKSL1",38414816,25120172,38548260,153863072,140038080,28564308,124194304,145797088,210312512,6175786,10581639,23691302,21531026,21196010,5228770,12421756,19402676,12554323,13085766,11599540,19953150,16001200,21667668,14168112,18653076,17029194,15150575
"104","Q6UWP2","DHRS11",5238947,5202532,6588935.5,4467847,19735032,5505137.5,25402138,41196420,33630172,2372858.75,2455637,3127773.75,1349162.25,2303604,1856579.25,NA,5590736,3031750.75,2767425.75,3832728.75,3027790.25,3199195.5,5088364.5,3924666.75,3081670.5,5892950,3508060.75
"105","Q9NXC5","MIOS",3663275.5,3924408.5,3877105,3710976,2559193.25,3120358,3412835.75,5162695,2920569.75,3884305.75,3774357.75,3881463,3280741.75,3948251,3923410.5,3116139.5,3970203.75,3653366,4373419,4644491,3808465,4283258.5,4752921.5,4544908.5,4413983.5,4582445.5,4006513.75
"106","P19404","NDUFV2",31217648,44557696,46173352,38074700,271055424,49772068,96201232,91511736,115691808,23846080,16020292,31454000,17522382,13370553,15116198,21200372,58022896,23121424,23211530,53662764,52136848,23912266,89258960,52923760,54026608,51837728,62649960
"107","O43837","IDH3B",34953004,31529270,31098012,48363856,23234780,40357356,15784537,7736108.5,16930184,27463332,29442658,25470072,33305388,44611620,48426116,20144920,25461650,22906778,35615436,33368402,31845382,34442232,23563980,31281080,30752612,38398356,36439960
"108","O00468","AGRN",8777042,6658277.5,8665431,11067967,22090680,11156188,9985837,14168600,11047978,4926136.5,5256196.5,6111821.5,7090242,4623493.5,6390284,6862783,7684312,6254397,8822505,7718031,10615346,7129673,9832450,7049665,9919416,9998904,8707663
"109","P13995","MTHFD2",112914224,91197048,115817776,119959704,401356416,113798384,311000608,538921088,381834912,53901204,49293044,71848984,72163632,54224264,50968824,82190080,121784880,83291480,98309200,57571544,104340512,102097264,94631280,78764280,110084576,109357192,77266784
"110","Q70CQ2","USP34",351679.8125,326893.625,307829.5,698194.0625,NA,600184.25,NA,NA,NA,299828.4688,475500.8438,489569.8438,760070.9375,736345.5625,813850.5625,337287.4063,410804.875,535373.875,425422.9375,449733.0313,400728.2813,394062.0313,455412,453915.3125,416343.9375,484308.9375,442904.2188
"111","Q96F24","NRBF2",4942782,4946646,6691795,3463099,8690531,4774599.5,14216648,14159624,13330055,8534952,4914138,13466030,4881322,3075767.5,1657840.25,10911619,13625733,10901581,9006392,7780462,16694304,8204783,26604242,12967509,13688002,14638190,11028645
"112","P17858","PFKL",39353592,42196184,43541384,28366418,11901575,30829038,27363660,21482494,34606996,26794124,32794360,33563416,17694202,26954720,26978318,28571810,41408928,31770170,26320156,27614568,32639300,28757704,29207426,33152450,24022334,29594248,33503108
"113","Q9H7E9","C8orf33",23239212,23034382,31311738,24638940,115802616,27937058,75915040,99235360,101521664,24521650,35478552,46913840,30391392,32894448,24310824,25263784,51149992,40132580,49666292,42580748,74724384,58711880,107646920,72842976,36949568,37923004,62496088
"114","O95336","PGLS",19268846,23723796,20494148,11310371,11270645,17442984,20651432,18651574,19376770,12861097,13465691,13243813,5420493.5,4028321,3451652.75,18067330,9145120,15579460,16158524,22010382,10747943,10026761,10421736,11767369,13018722,16558943,10940206
"115","P55060","CSE1L",814547136,930932352,771169344,774246784,312282112,802003200,508354720,224905552,507974336,1178914816,1241619072,1213316480,901022272,887857792,963379520,1197899776,1139024896,1032936512,1075028608,1114636672,1004865984,962589056,921100992,1043172992,963878528,1233884032,998384640
"116","Q9BUH6","PAXX",7421762.5,8768924,6915829.5,7199580,7796504.5,6387347,12813538,9931125,13545270,7379268.5,7628591.5,12021153,6231665,4655052.5,6056582.5,8473067,8695138,8285483.5,7892880,6253670.5,7552716,5882355,8269920.5,8134526,8978990,7241815,7523903.5
"117","Q8N697","SLC15A4",8378546.5,6032207.5,6612911.5,8581384,5583334.5,9814665,NA,5793152,3964596.5,7897944.5,6186940,6121236,8283792,4560306,6828408,6187314.5,9037142,4928270.5,7453674.5,7789581.5,5389773,6250538,NA,6103205,6413769,7118107,5310252
"118","O95235","KIF20A",10718000,11288241,9930662,19260496,19909012,19030632,10026459,8162328.5,13739179,19126644,18854060,14210591,28578910,21357084,25776706,17487626,17251696,16162765,21871566,22038174,20605572,17352862,18704088,17106598,20110664,25799198,20317760
"119","Q9P265","DIP2B",13405025,13099191,12808185,11950061,11679707,14330888,14394126,23650150,19714618,9138022,9687434,9764360,6689108.5,7205075.5,6658234.5,9770660,10988979,8233847.5,10162236,9662349,14049497,10064078,20207916,11525234,10320653,10011497,11225020
"120","Q00341","HDLBP",41744740,42468476,37156424,45629232,21635906,35189276,27396170,16615287,28462214,32776692,38328136,33252116,30148834,34649844,36594044,36977924,31904220,32094864,34214112,32987776,35504288,38084244,32108190,38772104,32156002,32834604,36466460
"121","Q8TDX7","NEK7",14016716,14006197,13429479,14629841,5490352,13045605,11410785,7874119,10418551,12362304,15856109,14442558,10433373,10520067,15063004,15457045,13362370,12824741,11667693,11521557,11292030,10577669,9773017,12649883,10209428,10864105,13217058
"122","Q01813","PFKP",42513968,46543460,44694780,32103624,16730817,33449854,35862700,27554424,39934664,32814090,37509004,38230500,20902506,31257502,27758760,30543976,46905764,36029436,30903424,32403368,35413232,34209696,37609632,40063432,28280288,32884670,35781360
"123","Q5THK1","PRR14L",1381591.125,1239643.125,1232320.375,1397104,3724415,1314504.5,NA,NA,1137266.5,1873307.75,1899982.375,2065672.625,2173310.75,1387672.25,2212914,1797981.25,1845635.25,1653963.75,1901417.875,1971152.375,2522833.5,1837080.125,2460192.5,2025529.875,2080867.125,2145664,2043530.625
"124","Q99575","POP1",27354194,38223944,39668128,28801574,178038352,42476948,100992600,160464208,160850192,35828664,36277264,37717628,59840376,36467928,40896328,36302804,66322612,37935236,34764012,28229692,51679164,41464184,60410308,40824660,42357192,44712392,41556604
"125","Q53H12","AGK",46205856,39168724,39668204,56806408,33956368,47160216,24903740,17389006,32574192,27272120,32594358,25745574,30727686,40338848,50941736,22498802,25256986,23631700,35943120,31066800,32160796,28716680,26174666,30981778,31344056,32727460,34275516
"126","Q9UGR2","ZC3H7B",11060878,11406231,11024342,10306578,9879939,9859102,13192500,10376964,13279969,11865587,11063349,11064491,11724540,10112835,10508080,11858089,10844787,10509284,10771421,11507973,9276926,10008730,11315858,9839523,10902258,11654570,10182173
"127","P06753","TPM3",29438764,49898168,51583152,31326896,216372928,57141744,135566464,130409016,291951968,35796056,32368372,36378160,39056436,26327916,12918364,35702388,61119940,35515720,34631160,58924752,74772448,51979196,88610944,51961016,32941600,43702672,50916512
"128","Q9BYK8","HELZ2",2427628.75,2977951.5,2414883.75,2893435.75,NA,2649750.5,3346001.5,NA,3841549.75,4608763.5,4421652,3328633.75,4471202.5,3867782.75,4505697.5,5163655,3048623.25,3498635,3463985.25,4210344,3350288.25,3545860.25,3391072.75,2910100,3721061.5,3891538,3145862.25
"129","Q14980","NUMA1",92171040,105330456,124621528,115820208,182578800,150187728,171581920,137422656,189694480,284428768,241824528,328582400,365798240,257830128,307177088,315728384,359368448,269636960,318965984,325069856,331080704,307154656,504380544,334857440,370560288,486189760,300450144
"130","Q9H6L2","TMEM231",262014.125,213668.2656,275269.75,404369.0313,NA,440111.3438,NA,NA,NA,249565.4688,312319.6875,314763.0625,285661.1875,296949.25,236487.0313,153384.375,NA,NA,354486.7188,507309.4688,288630.5,NA,NA,NA,NA,327325.125,NA
"131","Q9UNF0","PACSIN2",41682968,40270172,47080724,31726082,41380384,32134620,76463296,82950112,83995928,37103056,38428896,69489368,27820394,22924450,22516796,56230108,54135516,54163960,49241324,36395428,55350316,51899972,68552576,65028388,48754892,44902336,45637020
"132","Q7Z6E9","RBBP6",23921420,27892590,31568872,29745908,110826504,34781712,54868632,64765484,69397448,42558124,36732708,41775492,56486700,41867316,46978756,43499968,47156816,40715188,52367308,47441424,62573804,51877136,77825672,60778948,54043196,60334580,57429944
"133","Q9UBQ7","GRHPR",58386948,52447240,55968004,52672896,35616972,57083012,52457712,35263996,62814816,36594620,44591764,48710892,39296720,40790248,43427780,37902916,45288884,45208736,39109504,38007816,39126184,37129896,37536672,44420536,37199744,46429004,41024300
"134","P43304","GPD2",18900184,17372566,18836140,30955148,16248126,25723134,11318489,7832708,15778729,17721812,20272830,18870576,24974442,29585740,32951424,15479059,17738706,17220148,22064990,20393852,18510546,18645856,17444504,19126186,21169652,23976392,19906878
"135","Q13586","STIM1",13729089,11923033,13586454,17019462,14102886,11024720,13356184,13359321,15055840,15075383,17235158,22361530,15286303,19850552,19071232,19319308,21761778,17767006,21047958,16611742,31494248,20096518,32491156,27592916,27675222,18668740,24762042
"136","Q5TCQ9","MAGI3",2933361.25,2627639,3283324.5,2041706.125,4004466,2121001.75,3756140,4365107,4162310.5,4229073.5,3008246.75,4889873,2909690.5,2110852.5,2029948.625,5048549,4129226.75,4180990,4161046.5,3706585.75,5170388,4042860.75,5487233.5,4769199.5,4392243,4053288.25,4196825
"137","P29374","ARID4A",2365215,2423053.25,2633643.25,3028167,5578292.5,2951715.5,3395328.75,4552105,4314033.5,2929437.75,3074408.25,2937781,4999267.5,4689836,5048928,3008932,3516329,2896413.5,4486925.5,4665391,3840653.5,3888704.25,4031781.5,3212762,3302644.25,4868196.5,3726422.5
"138","P49916","LIG3",15907938,17523296,17087820,23937016,36818584,26521594,19671364,13729600,17227706,15747376,18161506,14611388,32956014,28066664,35306956,16602527,14238064,14825230,19153956,18415932,19462914,18677326,19050916,18207754,18247312,20331360,20449524
"139","Q6P1J9","CDC73",31253986,33535408,32241572,47537108,38654732,47274376,35785708,26256284,37353196,27763080,36494448,35289284,45691224,47727180,62440592,29535840,37095076,34185700,42227612,37363216,40855712,41403940,45212992,41311148,36164772,45520812,41968456
"140","O75061","DNAJC6",1665397.625,1654824.5,1415248,969375.3125,NA,890240.8125,NA,1460364.375,NA,1333608.625,752857.75,1714760.875,1393538.875,851487.75,1283829,1824385.25,1259251.625,1384559.875,1732435.375,1357952,2002783.75,1320874.875,2872978.5,2136080,2462003.75,2497241.25,1956483.25
"141","P51452","DUSP3",31961284,30523638,31979818,23078488,17677496,25630846,37659460,39591976,39970712,25967460,25463166,29965092,18330786,17282966,15890145,30964348,29233244,24361960,22469976,22058930,23430786,25903064,30116376,29691090,23639036,23069030,22072548
"142","Q63HN8","RNF213",4400352,6000218,4085892.25,6582181,9397817,5748147.5,6470880,10490098,9038825,7753189.5,7893293.5,6900974.5,6010854,7231235,7721318,8318698.5,5648177.5,6089463.5,6146908.5,6247308.5,5080803,5554269,3424515.5,5733056.5,4643870.5,4935794,6131987.5
"143","Q9Y277","VDAC3",105690584,98826224,119882872,120383688,236986592,125740648,102764008,110319416,137936368,131385296,136842784,111633216,174307248,157267904,195255600,118877584,103901296,107310552,137590576,138762976,108005312,107241192,90306056,87209072,164740800,156942688,118889488
"144","O95785","WIZ",11507121,10082354,13039089,12158284,36159588,13992763,20064120,28438498,17879978,15691414,13491780,18614462,18739432,16497994,16817252,18670126,20010304,15238089,17046070,16755115,29294134,18543928,27570002,19331066,21031054,22178450,25764426
"145","Q13144","EIF2B5",12089903,13486398,13845234,11582602,12867586,12595695,7621963,6659322.5,10132874,12898653,13579784,11671214,8929437,8338931,11311046,14181847,10335338,10842953,11257980,11658741,11103811,9291398,9865436,10861308,10963842,11079453,12450180
"146","O43395","PRPF3",52329888,53237012,61570108,53398248,97282344,54369460,84917120,88310456,101573824,57699924,57656384,63454872,69918504,69270936,69384304,63986840,65798720,54845144,66503368,57269748,87024528,65615304,89302064,73653720,82113824,85890664,82271336
"147","Q9UPP1","PHF8",18201738,21366798,21166594,30932640,34378472,34151912,25031138,34210628,27114364,47886628,41601156,46875968,59746536,54045688,54910628,50167240,48816276,44644564,61677088,58314816,74978016,59623648,96982856,63909640,59483680,73447952,61102828
"148","Q86VP6","CAND1",46470032,55870716,43786460,39767236,20583520,44590592,31984398,10373404,30513684,59043188,66289504,56947368,51432060,58787860,72197992,69540400,49425216,51189732,51446480,52658396,50663456,51263868,44982388,56445748,43813980,49703968,52029868
"149","P12259","F5",70079760,48607800,60099152,164087984,281935808,133289496,53952736,57547748,70023608,4256127.5,3798814.75,4968379,12266199,13707887,16161310,7322140,6317288.5,5817109.5,NA,2868356.75,NA,6183963.5,8326095,4971125.5,NA,NA,5432883.5
"150","P98194","ATP2C1",7759192,6584580.5,7058365.5,9316467,3240968.25,9121292,2992828.25,NA,4158632,4062185,4266831,3663365,4783983.5,4950314,6998481,2708225,4320130,3218769.75,4573712,4240523.5,4177089.5,3734881.5,3442335.25,4038059.75,4021102.75,4770423.5,4827392
"151","Q96ST3","SIN3A",127803720,145895728,138018752,163614096,162213280,155159904,145417424,89431944,130070096,234659104,225591984,224363824,356920416,315525312,432118976,219360976,205675392,191288720,265732240,258940640,292550208,232869552,277047840,233018832,279849632,317529056,283390336
"152","Q12888","TP53BP1",18269786,20258124,19853810,19729540,25971432,22079600,19628310,22997396,25409984,27226206,25198666,24804472,32864576,29468364,32326886,26418994,25740788,22089634,23812998,27576898,23698738,20511420,24641846,23420350,25084466,24699190,24591950
"153","Q9H0R6","QRSL1",3701903.75,3270946.5,3441752.75,4085866.5,2877074.5,4275060.5,2523075,2376239.25,2756676,3051626.75,3362300.25,3619905,3284314,3706000.25,4243989,2923279.5,3063426,3103809.75,3835716.25,3581015,3368487.25,3346861.25,3076566.75,3064782.25,3661294,3719311.25,4109006.75
"154","Q8NFC6","BOD1L1",7803616,8691122,9977266,6679635.5,19075586,8319147.5,20179678,28794926,23730650,17786296,14396967,21923418,19436076,12255829,13745785,20037920,24457468,21343488,22528174,22308504,27721758,19041894,38256164,24842548,24331092,24351128,20662118
"155","P78362","SRPK2",37940088,39221116,40858880,25437638,38581108,31020904,43920508,41961164,56226404,33776372,31524616,21061940,34683116,33482296,37755336,24568100,30332554,28112832,27885292,25013772,24303196,28752872,27290704,25151704,22063306,32588896,23219122
"156","O95782","AP2A1",77087720,86722416,70566872,86452728,40695308,74952792,47712792,16993994,49301264,78434784,84507272,76639200,72066984,85642776,105157176,89339880,67217640,71296648,81759032,77946184,74875880,73006424,52880848,67224968,66803216,80771864,77723856
"157","Q15293","RCN1",44132548,59745196,63778088,47344264,267589232,83919072,130978904,134392928,167054400,23310480,22892556,24898222,62110716,35816884,41928884,24885514,44929244,27748014,28131124,42117020,63193036,32570714,91115248,51219864,34406032,39954740,44536248
"158","O15382","BCAT2",29800490,25201822,29318856,41045120,176782432,47940020,55135616,87569640,66361408,17332014,20542082,27730610,40466080,32593160,34547720,20994214,27209946,29124570,41651992,25910314,37466248,31486762,24921690,20215462,39103672,47151372,28901836
"159","Q9UBV2","SEL1L",5316817,4878949.5,5213888.5,6591850.5,4703075.5,6937850,3177357.25,3553599.75,4437000,6380533,6628409.5,5024507,8310066.5,9202927,9886884,5335681.5,6561855,5207900,6559994.5,6609599,6771489.5,7386139,7230480,6039683.5,7218482.5,8085238,6667878.5
"160","P30038","ALDH4A1",85246672,68659336,84309528,77193904,167293728,87167240,136404512,293552928,191748272,47423672,47929504,62409232,67829792,59629748,69838328,60285352,47422084,56405492,45357640,48262864,43453964,45571340,46120376,38686948,57652804,64803264,43759908
"161","Q9BZL4","PPP1R12C",10521398,8596867,11757144,9111352,11579169,7705906,17858952,21148764,20785254,11699767,11726874,22942162,8052814,8573489,5412280.5,14994966,17918538,16715407,17221950,13339061,22877454,17565384,29299592,23122974,17567330,18691936,17052848
"162","P67809","YBX1",961624640,879679040,1164957696,1183100928,3814062848,1052339072,5043500032,6454006784,5467166208,446326272,843789184,640022528,864366144,1032775488,776712000,655001600,872354368,723630144,552977664,648245568,581048384,670980928,743596736,538697216,548108288,682690240,480320192
