name,ID,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.val,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.val,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.val,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_p.adj,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_p.adj,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_p.adj,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_significant,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_significant,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_significant,significant,RDH12_100_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_100_atRAL5hr.24h_recvr_ratio,RDH12_200_atRAL5hr.24h_recvr_vs_GFP_200_atRAL5hr.24h_recvr_ratio,RDH12_control_atRAL5hr.24h_recvr_vs_GFP_control_atRAL5hr.24h_recvr_ratio,GFP_100_atRAL5hr.24h_recvr_centered,GFP_200_atRAL5hr.24h_recvr_centered,GFP_control_atRAL5hr.24h_recvr_centered,RDH12_100_atRAL5hr_centered,RDH12_100_atRAL5hr.24h_recvr_centered,RDH12_200_atRAL5hr_centered,RDH12_200_atRAL5hr.24h_recvr_centered,RDH12_control_atRAL5hr_centered,RDH12_control_atRAL5hr.24h_recvr_centered
EPS8,Q12929,0.08279786294721322,0.002469067917228366,1.7760136834895755e-6,0.11682120045281486,0.344,0.0815,0.0519,0.593,FALSE,FALSE,TRUE,FALSE,TRUE,0.351,0.667,1.28,0.315,-0.0296,-0.648,0.127,-0.143,0.322,-0.669,0.637,-0.0391,0.443
EXT1,Q16394,0.00269497010972462,0.010622184985056392,0.400593650442007,0.29192428874879756,0.0241,0.17,0.884,0.779,TRUE,FALSE,FALSE,FALSE,TRUE,2.6,2.14,-0.652,0.822,-2.44,0.358,-0.423,2.48,0.167,2.41,-0.294,-2.65,0.4
F5,P12259,0.003449635751759601,0.5777515718447754,0.2623073113307334,0.0018222927809207234,0.0314,0.802,0.866,0.0579,TRUE,FALSE,FALSE,FALSE,TRUE,-3.27,0.557,-1.14,-3.54,-1.06,0.629,-0.483,2.71,-4.33,4.34,-0.508,2.74,-4.03
FAM184A,Q8NB25,0.003090572775543352,0.0017466725111644162,0.005630115001890517,0.015726976295300774,0.0279,0.0679,0.591,0.251,TRUE,FALSE,FALSE,FALSE,TRUE,2.69,2.88,2.48,2.11,-1.04,-0.629,-0.309,-2.54,1.65,-0.296,1.85,-0.485,1.8
FAM193A,P78312,0.25237333926220185,0.020121610163610498,1.5959845935591535e-6,0.5464237381391712,0.571,0.228,0.0494,0.863,FALSE,FALSE,TRUE,FALSE,TRUE,0.274,0.587,1.56,0.142,0.0698,-0.906,0.269,-0.351,0.343,-0.55,0.656,0.0573,0.411
FAM3C,Q92520,3.7139524635449323e-4,4.5740786938313054e-4,7.171891528875682e-6,0.16117374239448895,0.0018,0.027,0.0868,0.666,TRUE,TRUE,FALSE,FALSE,TRUE,1.17,1.15,1.65,0.399,-1.15,-1.65,0.291,-0.015,0.0282,0.822,0.0036,0.975,0.691
FAM89A,Q96GI7,0.12109443079628085,0.004470709221345117,3.619490753519248e-8,0.24006893457999062,0.412,0.115,0.00544,0.746,FALSE,FALSE,TRUE,FALSE,TRUE,0.468,0.926,2.5,0.35,0.144,-1.43,0.52,-0.941,0.612,-1.08,1.07,0.239,0.869
FASTKD5,Q7L8L6,0.13797104625395315,0.627004426742804,0.10454499881490745,8.657877782474289e-4,0.437,0.813,0.821,0.0305,FALSE,FALSE,FALSE,TRUE,TRUE,1.03,0.33,1.14,2.62,0.574,-0.234,-0.871,-1.98,1.61,0.0324,0.904,-1.78,1.75
FBXO46,Q6PJ61,0.0012338685618258896,0.4499355292101599,0.5351459894753068,0.5809078880764584,0.00962,0.766,0.895,0.87,TRUE,FALSE,FALSE,FALSE,TRUE,-3.64,-0.744,-0.609,-0.542,1.17,1.04,1.15,-0.84,-2.46,0.139,0.428,-1.23,0.606
FKBPL,Q9UIM3,0.9767743916518822,0.16868425114355595,5.216189765829628e-7,0.9357931058313245,0.859,0.583,0.028,0.912,FALSE,FALSE,TRUE,FALSE,TRUE,0.0073,0.354,1.8,-0.0202,0.293,-1.15,0.498,-0.273,0.3,-1.11,0.646,0.325,0.478
FOXD3,Q9UJU5,0.0025084371768677024,0.20019368561782305,0.5496669935104653,0.23819905123911062,0.0224,0.619,0.897,0.744,TRUE,FALSE,FALSE,FALSE,TRUE,-2.49,-0.956,0.439,-0.877,0.719,-0.676,0.205,1.3,-1.78,0.469,-0.237,0.673,-0.672
FUT8,Q9BYC5,0.0019932259813181885,0.06318206567404139,0.05685492411890626,0.2541946384269765,0.0175,0.379,0.784,0.756,TRUE,FALSE,FALSE,FALSE,TRUE,3.77,2.09,-2.14,1.24,-3.28,0.947,-0.602,1.71,0.489,1.34,-1.2,-0.0458,0.643
GALNT10,Q86SR1,0.0011983502681958563,0.2989331521052494,0.0021183142684389304,0.9234645986407681,0.00926,0.697,0.485,0.911,TRUE,FALSE,FALSE,FALSE,TRUE,5.02,1.42,-4.7,0.129,-2.04,4.08,-1.15,0.184,2.98,-1.1,-0.62,-1.31,-1.02
GIGYF2,Q6Y7W6,0.13316304427501283,0.005617611685551511,8.357791578880287e-7,0.6995475286655974,0.431,0.129,0.0352,0.888,FALSE,FALSE,TRUE,FALSE,TRUE,0.437,0.866,1.96,0.109,-0.0707,-1.17,0.454,-0.438,0.366,-0.646,0.795,0.145,0.563
GLRX,P35754,0.3928931810523596,0.42885034225956076,7.680506607716136e-8,0.5550348336360493,0.69,0.758,0.00976,0.865,FALSE,FALSE,TRUE,FALSE,TRUE,0.632,0.584,5.98,0.434,0.68,-4.71,1.32,-0.631,1.31,-2.15,1.26,1.16,1.76
GLT8D1,Q68CQ7,9.09500389981781e-4,0.011651407966778306,0.6050676420686849,0.10266860801908248,0.00623,0.177,0.9,0.561,TRUE,FALSE,FALSE,FALSE,TRUE,1.05,0.746,-0.141,0.459,-1.32,-0.434,-0.284,1.41,-0.275,1.08,-0.575,0.23,0.175
GOLM1,Q8NBJ4,0.0022219250658550124,6.334791373121947e-4,2.3181856071079582e-6,0.08110948412434134,0.0197,0.0349,0.058,0.502,TRUE,TRUE,FALSE,FALSE,TRUE,1.22,1.4,2.27,0.636,-1.07,-1.93,0.00141,-0.0892,0.149,0.528,0.336,1.44,0.638
GPBP1L1,Q9HC44,0.4349094066659842,0.012406579410698577,8.631650424578014e-8,0.4993770736288474,0.714,0.182,0.0105,0.853,FALSE,FALSE,TRUE,FALSE,TRUE,0.201,0.692,2.06,0.173,0.112,-1.26,0.331,-0.394,0.313,-0.919,0.804,0.508,0.505
GTF2IRD1,Q9UHL9,0.004928983252738095,0.005260704110875562,0.43093574851267913,0.20372106834022913,0.0442,0.125,0.887,0.715,TRUE,FALSE,FALSE,FALSE,TRUE,3.28,3.25,0.834,1.36,-1.32,1.09,0.706,-2.95,1.96,-2.4,1.93,-1.07,2.07
GUF1,Q8N442,0.04737294611657062,0.6727824166951184,0.4020955608234533,1.685887012762845e-5,0.255,0.822,0.884,1.52e-4,FALSE,FALSE,FALSE,TRUE,TRUE,0.377,0.0765,0.153,1.01,0.0633,-0.013,-0.567,-0.232,0.441,0.659,0.14,-0.931,0.44
HDHD5,Q9BXW7,0.013304916752899118,0.33064335470591555,0.879577789270807,4.0810994195668185e-5,0.105,0.715,0.914,8.35e-4,FALSE,FALSE,FALSE,TRUE,TRUE,0.752,0.276,0.0424,1.45,-0.113,0.121,-0.689,0.103,0.639,0.0909,0.163,-1.08,0.76
HGFAC,Q04756,0.11670905800422361,1.3181927952759853e-4,0.002526462885259893,0.008694075806540415,0.405,0.0111,0.504,0.181,FALSE,TRUE,FALSE,FALSE,TRUE,1.54,4.45,3.26,-2.74,-4.04,-2.84,0.884,2.77,-2.5,3.3,0.413,3.87,-1.86
HIGD2A,Q9BW72,6.36144225098755e-4,9.9765188464431e-5,2.8845890926324114e-6,0.030199975138315696,0.00367,0.00799,0.0636,0.324,TRUE,TRUE,FALSE,FALSE,TRUE,3.03,3.63,4.83,-1.75,-2.76,-3.96,0.475,1.59,0.268,2.04,0.867,2.76,-1.27
HLA-E,P13747,0.004597956018811535,0.06048916404132639,0.24560338796128145,0.621999324072621,0.0416,0.373,0.863,0.877,TRUE,FALSE,FALSE,FALSE,TRUE,3.26,2.03,1.22,-0.51,-2.39,-1.58,1.09,1.1,0.868,0.375,-0.359,0.302,0.583
HMMR,O75330,0.09417059486301703,5.121915288239026e-4,1.6761022226464943e-8,0.5856084455302103,0.364,0.0297,0.00287,0.871,FALSE,FALSE,TRUE,FALSE,TRUE,0.318,0.75,1.65,-0.1,-0.136,-1.03,0.286,-0.279,0.182,-0.542,0.613,0.722,0.186
HMOX1,P09601,0.12328614567639277,1.0670791341675461e-6,7.873797955193346e-7,0.21759618685755422,0.416,1.9e-6,0.0342,0.727,FALSE,TRUE,TRUE,FALSE,TRUE,0.291,1.25,1.28,0.23,-0.527,-0.554,-0.656,1.09,-0.236,0.222,0.725,0.363,-0.425
HMX1,Q9NP08,7.184321022186994e-4,0.25531763016105496,0.23474241450230798,0.2221257827199502,0.00423,0.668,0.861,0.731,TRUE,FALSE,FALSE,FALSE,TRUE,3.78,1.11,-1.16,-1.19,-2.65,-0.379,0.912,0.539,1.14,0.614,-1.54,1.64,-0.281
IFRD1,O00458,3.5861481635205756e-4,0.06998332840261494,0.5782472964598454,0.2555298819872155,0.00174,0.395,0.898,0.757,TRUE,FALSE,FALSE,FALSE,TRUE,-1.16,-0.518,-0.153,-0.317,0.449,0.0838,-0.235,0.37,-0.714,0.0545,-0.0691,0.611,-0.552
IFT74,Q96LB3,0.5574419284573418,0.012057910291119753,3.45758852416266e-7,0.8970256310608871,0.767,0.18,0.023,0.909,FALSE,FALSE,TRUE,FALSE,TRUE,0.12,0.556,1.51,-0.0264,0.0512,-0.898,0.368,-0.00412,0.171,-0.511,0.607,-0.126,0.342
IFT81,Q8WYA0,0.7923891032322434,0.09390624459269636,9.984121803593454e-7,0.1710830849247541,0.829,0.452,0.0386,0.679,FALSE,FALSE,TRUE,FALSE,TRUE,0.0422,0.278,1.1,-0.225,-0.0631,-0.885,0.358,0.159,-0.0209,-0.266,0.215,0.37,0.133
ITIH3,Q06033,0.00332548586135889,0.16793907016113993,0.7738250546776635,2.4807664076408373e-4,0.0302,0.582,0.909,0.0091,TRUE,FALSE,FALSE,TRUE,TRUE,-1.15,-0.494,0.101,-1.54,-0.604,-1.2,0.0517,1.33,-1.76,2.19,-1.1,2.56,-1.49
JMY,Q8N9B5,0.0520298044051461,5.28404914443075e-4,3.3552192848820698e-6,0.07002653126372936,0.269,0.0304,0.0677,0.466,FALSE,TRUE,FALSE,FALSE,TRUE,0.524,1.05,1.62,0.486,-0.472,-1.04,-0.119,-0.143,0.0519,0.0243,0.575,0.76,0.366
KDM4D,Q6B0I6,0.21390533714131804,0.10989434525710357,0.9153192578001085,0.0011936758020768088,0.523,0.487,0.916,0.039,FALSE,FALSE,FALSE,TRUE,TRUE,1.09,1.42,-0.0913,3.2,-0.183,1.33,-1.7,-2,0.906,-0.893,1.24,-0.196,1.51
KIAA1191,Q96A73,0.04592462256689071,0.001727210132735413,6.691965429739487e-7,0.1352655702192436,0.25,0.0674,0.0316,0.627,FALSE,FALSE,TRUE,FALSE,TRUE,0.857,1.46,2.88,0.626,-0.272,-1.69,0.304,-0.516,0.585,-1.06,1.18,0.54,0.931
KIAA1671,Q9BY89,0.042511099670169375,8.427332434183575e-4,4.609795884628069e-6,0.06559130061898917,0.238,0.0423,0.076,0.452,FALSE,TRUE,FALSE,FALSE,TRUE,0.575,1.04,1.65,0.517,0.102,-0.508,0.268,-0.741,0.678,-1.14,1.15,-0.589,0.785
KLC2,Q9H0B6,0.2367791465511902,0.05353240221572307,6.158056193658776e-7,0.03679137465323007,0.553,0.354,0.0302,0.352,FALSE,FALSE,TRUE,FALSE,TRUE,-0.252,0.424,1.49,-0.463,0.258,-0.804,0.507,4.6e-4,0.00617,-0.699,0.683,0.00497,0.044
KLC4,Q9NSK0,0.031217046505449767,0.443381602473518,1.3904121729954591e-6,0.15623203087531792,0.195,0.763,0.0461,0.659,FALSE,FALSE,TRUE,FALSE,TRUE,-0.398,0.134,1.17,-0.253,0.293,-0.741,0.366,0.0886,-0.106,-0.339,0.427,-0.103,0.113
LAMTOR5,O43504,2.479105686450269e-4,1.602731706015237e-4,5.471938538675419e-6,0.34110072238386613,0.00113,0.0135,0.0803,0.803,TRUE,TRUE,FALSE,FALSE,TRUE,3.27,3.4,4.51,0.715,-2.33,-3.44,0.0697,0.471,0.933,0.963,1.07,1.48,0.785
LGALSL,Q3ZCW2,0.002993435570532609,0.0073653668899952935,0.0063912875138709855,0.08587273968802409,0.027,0.146,0.604,0.516,TRUE,FALSE,FALSE,FALSE,TRUE,1.69,1.49,1.52,0.902,-0.78,-0.811,0.00767,-1.08,0.908,-1.04,0.71,1.17,0.91
LGMN,Q99538,0.015266442857909812,0.08449249893195022,2.0479149663473565e-4,7.468365228104166e-4,0.118,0.428,0.274,0.027,FALSE,FALSE,FALSE,TRUE,TRUE,0.675,0.462,1.15,1.01,-0.184,-0.876,-0.154,-0.166,0.491,0.0187,0.278,-0.266,0.858
LIFR,P42702,3.763953974551151e-4,1.1148405611803438e-5,0.14919644755974062,0.9646116112475969,0.00182,3e-4,0.839,0.914,TRUE,TRUE,FALSE,FALSE,TRUE,3.49,4.76,1.23,0.0367,-4.37,-0.844,0.455,1.48,-0.882,1.71,0.382,1.59,0.491
LOC128706665,Q9HB66,0.0015586769458988165,0.0017298006780439082,2.776588434241067e-7,0.014037170420718764,0.0131,0.0675,0.0204,0.237,FALSE,FALSE,TRUE,FALSE,TRUE,0.866,0.855,1.79,0.637,-0.373,-1.31,-0.146,-0.171,0.493,0.149,0.483,0.384,0.491
LTV1,Q96GA3,0.010789075160278237,0.05537763452942335,6.816588549994231e-8,4.0098928674140084e-4,0.0898,0.359,0.00901,0.0151,FALSE,FALSE,TRUE,FALSE,TRUE,-0.413,0.299,1.22,-0.624,0.325,-0.598,0.467,-0.37,-0.0879,-0.474,0.625,0.27,-0.157
LYSMD1,Q96S90,0.557510432715591,0.013440007969170291,1.9703956957404126e-7,0.3717551748786604,0.767,0.189,0.017,0.816,FALSE,FALSE,TRUE,FALSE,TRUE,0.176,0.8,2.29,0.27,0.0933,-1.4,0.224,-0.515,0.269,-0.646,0.894,0.584,0.494
MACO1,Q8N5G2,0.0045183506592685555,0.0023138489577760844,0.001337129911046613,0.01152147364698969,0.0409,0.0789,0.435,0.215,TRUE,FALSE,FALSE,FALSE,TRUE,1.16,1.27,1.35,1.01,-0.678,-0.764,-0.191,-0.997,0.484,0.0535,0.59,0.683,0.82
MAF,O75444,0.2702936052807047,0.015187986818397833,7.398036163252863e-7,0.5669594550320081,0.591,0.199,0.0332,0.867,FALSE,FALSE,TRUE,FALSE,TRUE,0.402,0.943,2.52,-0.206,-0.0379,-1.61,0.787,-0.955,0.364,-0.791,0.905,0.763,0.58
MALSU1,Q96EH3,0.005617006783323262,0.00851257416676782,0.3145050993753929,0.045798509804258605,0.0496,0.154,0.874,0.385,TRUE,FALSE,FALSE,FALSE,TRUE,2.53,2.38,0.84,1.73,-2.34,-0.804,-1.48,0.568,0.187,1.39,0.0361,2.19,0.251
MANSC1,Q9H8J5,0.0015716544457855402,2.4103699172995982e-4,0.0033645253087854566,0.5168102994433932,0.0132,0.0189,0.536,0.857,TRUE,TRUE,FALSE,FALSE,TRUE,1.72,2.1,1.56,-0.31,-2.11,-1.58,-0.282,0.993,-0.391,1.8,-0.0123,2.17,-0.591
MAP1B,P46821,0.05992218642269766,0.25366739537810157,0.002130599773648625,2.9202984245087807e-4,0.289,0.666,0.485,0.0107,FALSE,FALSE,FALSE,TRUE,TRUE,-0.465,0.274,0.822,-1.02,0.143,-0.405,0.428,-0.0718,-0.321,-0.272,0.417,0.675,-0.593
MAP1S,Q66K74,0.4549314438460087,0.040423276283919764,1.611176325577168e-7,0.6308040251984545,0.724,0.312,0.0153,0.878,FALSE,FALSE,TRUE,FALSE,TRUE,-0.107,0.307,1.1,-0.0684,0.135,-0.661,0.16,-0.0871,0.0278,-0.377,0.442,0.27,0.0917
MAP3K7,O43318,0.1289971836163296,0.0036314096376433235,1.9159731666288464e-6,0.09282679637580453,0.424,0.104,0.0536,0.536,FALSE,FALSE,TRUE,FALSE,TRUE,0.413,0.861,1.73,0.461,0.114,-0.759,0.355,-0.409,0.527,-0.942,0.974,-0.676,0.816
MAP9,Q49MG5,0.5041854433164598,0.002690947666750666,1.1152610946799297e-6,0.1748360120730555,0.747,0.0863,0.0411,0.684,FALSE,FALSE,TRUE,FALSE,TRUE,0.165,0.832,1.67,0.341,0.104,-0.739,0.0433,-0.684,0.269,-0.655,0.935,0.342,0.385
MBD3,O95983,0.021875904620349954,0.001165779300150279,0.0023744419197384487,0.043104630421605866,0.153,0.0526,0.497,0.375,FALSE,TRUE,FALSE,FALSE,TRUE,0.831,1.27,1.16,0.721,-0.378,-0.275,-0.131,-0.823,0.453,-0.664,0.887,0.342,0.59
MCRIP1,C9JLW8,0.2317062156084594,0.00449698448418086,2.1694652212053899e-7,0.592277852641022,0.546,0.115,0.0178,0.872,FALSE,FALSE,TRUE,FALSE,TRUE,0.502,1.3,3.14,0.221,-0.0497,-1.89,0.503,-0.611,0.452,-1.17,1.25,0.78,0.724
MCRIP2,Q9BUT9,0.7154033274891884,0.08450819968526432,1.7208807613450724e-6,0.8538220049428503,0.813,0.428,0.0511,0.905,FALSE,FALSE,TRUE,FALSE,TRUE,0.141,0.693,2.55,-0.0712,0.18,-1.68,0.352,-0.335,0.321,-0.181,0.873,0.188,0.281
MDP1,Q86V88,0.001611422290080109,8.670738620985834e-4,8.313043648138767e-9,0.18008038705898965,0.0136,0.043,0.00184,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,0.846,0.908,2.2,0.322,-0.541,-1.83,-0.22,0.171,0.304,-0.186,0.366,1.84,0.102
METAP1D,Q6UB28,0.005578352231268365,0.10270842974721126,0.3174424293041642,0.46701687437096184,0.0493,0.472,0.874,0.845,TRUE,FALSE,FALSE,FALSE,TRUE,3.72,2.05,-1.23,0.888,-3.2,0.0828,-0.327,0.145,0.529,1.31,-1.15,2.04,0.561
MFAP3,P55082,0.15793686188385098,0.8970231683095249,0.048449573841136705,2.1372736912657312e-4,0.463,0.855,0.774,0.00784,FALSE,FALSE,FALSE,TRUE,TRUE,-1.52,0.136,-2.18,-4.68,-1.66,0.655,1.3,2.93,-3.18,2.67,-1.52,2.18,-3.38
MPV17L2,Q567V2,0.5549216583843593,0.41314468495789436,4.5532354340987005e-7,0.09056131971407196,0.766,0.752,0.0263,0.53,FALSE,FALSE,TRUE,FALSE,TRUE,0.175,0.243,2.14,0.518,0.142,-1.75,-0.0807,0.647,0.317,0.46,0.386,-0.557,0.437
MRFAP1,Q9Y605,0.0014171823682914866,1.7490783900125494e-4,9.411432004877272e-6,0.9041286220563314,0.0116,0.0147,0.096,0.909,TRUE,TRUE,FALSE,FALSE,TRUE,1.14,1.42,1.82,-0.0376,-0.625,-1.02,0.44,-0.821,0.516,-0.497,0.794,0.814,0.403
MRPL42,Q9Y6G3,0.0038331502199882893,0.0024130643191344935,1.0143636855180939e-4,0.0295202888420535,0.0349,0.0806,0.219,0.322,TRUE,FALSE,FALSE,FALSE,TRUE,1.4,1.48,2.07,1,-0.572,-1.16,-0.165,-0.805,0.827,-0.146,0.913,0.267,0.837
MRPL50,Q8N5N7,0.004005861434621904,0.0018186526680175135,5.165850158179697e-6,0.011285827830964547,0.0364,0.0695,0.0789,0.212,TRUE,FALSE,FALSE,FALSE,TRUE,1.14,1.26,2.16,0.979,-0.197,-1.1,0.0538,-1.12,0.943,-0.471,1.06,-0.208,1.03
MRPL52,Q86TS9,0.007016305678571289,0.0011837948305962337,6.054064939446e-4,0.04010159649477589,0.0602,0.0531,0.366,0.364,FALSE,TRUE,FALSE,FALSE,TRUE,1.85,2.32,2.5,1.35,-1.01,-1.19,-0.462,-1.05,0.836,0.0347,1.31,0.636,0.887
MRTFA,Q969V6,0.042813245574867646,3.719663846994838e-4,6.817862864923116e-9,0.4337964301012992,0.239,0.0241,0.0016,0.836,FALSE,FALSE,TRUE,FALSE,TRUE,0.428,0.847,1.9,0.158,0.0681,-0.986,0.305,-0.328,0.496,-0.849,0.915,-0.0847,0.463
MSX2,P35548,2.941027597693145e-4,0.07947119898481915,0.9039786907864346,2.0147583844201463e-4,0.00141,0.414,0.915,0.00739,TRUE,FALSE,FALSE,TRUE,TRUE,-1.43,-0.604,-0.0399,-1.48,0.155,-0.408,0.285,0.595,-1.28,0.451,-0.448,1.85,-1.2
MTBP,Q96DY7,0.003672419786914472,0.17245955416828218,0.15162958027592022,0.02844985244486197,0.0335,0.587,0.84,0.318,TRUE,FALSE,FALSE,FALSE,TRUE,2.01,0.865,-0.911,1.44,-1.22,0.553,0.175,-0.421,0.789,-1.34,-0.359,0.208,1.62
MZT2A,Q6P582,0.27609477679468664,0.0079648878470576865,3.9617954548440367e-7,0.6569597535794798,0.597,0.15,0.0246,0.882,FALSE,FALSE,TRUE,FALSE,TRUE,0.569,1.5,3.77,0.229,-0.314,-2.58,0.57,-0.73,0.255,-0.747,1.19,1.56,0.799
NATD1,Q8N6N6,0.9808751552424702,0.3582165604562727,1.3940576433278766e-10,0.4506423210365883,0.859,0.729,5.73e-6,0.841,FALSE,FALSE,TRUE,FALSE,TRUE,-0.0105,0.408,5.24,-0.334,0.549,-4.28,0.796,0.232,0.539,-0.518,0.957,1.26,0.463
NAXD,Q8IW45,0.002183156902639077,5.9621657901237555e-5,0.010226633045074684,0.020382894743940935,0.0193,0.00428,0.65,0.282,TRUE,TRUE,FALSE,FALSE,TRUE,3.16,4.55,2.55,2.26,-3.23,-1.22,-1.69,0.305,-0.0745,1.15,1.32,2.87,0.576
NCBP2AS2,Q69YL0,0.03978609476451179,0.0010545886877601609,1.8915145700922944e-7,0.43432680992820605,0.228,0.0491,0.0167,0.836,FALSE,TRUE,TRUE,FALSE,TRUE,0.707,1.23,2.5,0.256,-0.416,-1.69,4.38e-4,-0.461,0.292,-0.0582,0.816,1.26,0.257
NCKAP5L,Q9HCH0,0.6689978457604331,0.2493084944318311,4.022769025512265e-7,0.19049669311963857,0.801,0.663,0.0248,0.701,FALSE,FALSE,TRUE,FALSE,TRUE,-0.14,0.384,2.4,-0.439,0.183,-1.83,0.777,0.064,0.0423,-0.939,0.567,0.798,0.338
NDC80,O14777,0.3807644184967992,0.003149707707369508,2.651279449483787e-7,0.49433800827492513,0.682,0.0954,0.0199,0.852,FALSE,FALSE,TRUE,FALSE,TRUE,0.155,0.582,1.32,-0.121,0.0195,-0.718,0.323,-0.173,0.175,-0.406,0.601,-0.0248,0.203
NDUFA4,O00483,3.5211596116525623e-4,0.0027816363910979523,5.343937011984705e-8,0.008453446056093869,0.00171,0.0882,0.00753,0.178,TRUE,FALSE,TRUE,FALSE,TRUE,1.26,0.997,2.47,0.854,-0.568,-2.04,-0.0898,0.449,0.689,-0.512,0.429,0.878,0.764
NDUFA7,O95182,0.0023508214895870652,8.603332824778966e-4,1.1303664840362137e-4,0.0020627480062772484,0.0208,0.0428,0.227,0.0646,TRUE,TRUE,FALSE,FALSE,TRUE,1.17,1.31,1.61,1.19,-0.657,-0.951,-0.249,-0.76,0.51,-0.108,0.655,0.622,0.938
NDUFB1,O75438,0.009012990776252772,0.012234292683345567,3.912050869520661e-7,0.06298783421991187,0.0772,0.181,0.0245,0.444,FALSE,FALSE,TRUE,FALSE,TRUE,1.22,1.17,3.14,0.833,-0.478,-2.45,0.124,-0.261,0.746,-0.357,0.688,1.03,0.957
NDUFB8,O95169,4.668335390025786e-4,5.197443648588831e-4,3.1897533174423324e-6,9.429171167488279e-4,0.00246,0.03,0.0663,0.0326,TRUE,TRUE,FALSE,TRUE,TRUE,1.68,1.66,2.57,1.56,-0.596,-1.5,-0.303,-1.13,1.08,0.285,1.06,-0.153,1.25
NRGN,Q92686,0.8990255803321028,0.13531099827611226,4.861491882773828e-7,0.9659315213714394,0.848,0.534,0.0271,0.914,FALSE,FALSE,TRUE,FALSE,TRUE,0.0487,0.59,2.77,0.0164,0.149,-2.03,0.284,-0.243,0.198,-0.693,0.739,1.3,0.3
NUDT4,Q9NZJ9,4.326134959234904e-4,0.6303404434108273,9.274795871068498e-5,0.3833343182108879,0.00223,0.813,0.212,0.82,TRUE,FALSE,FALSE,FALSE,TRUE,-4.33,-0.502,5.01,-0.915,1.15,-4.37,1.06,1.65,-3.18,1.16,0.645,1.75,0.145
NUMBL,Q9Y6R0,0.6846303606346034,0.03803610290242778,2.3451509692632353e-8,0.2829901405412271,0.805,0.305,0.00391,0.774,FALSE,FALSE,TRUE,FALSE,TRUE,-0.0696,0.375,1.5,-0.186,0.223,-0.906,0.383,-0.261,0.153,-0.576,0.598,0.19,0.197
NUTF2,P61970,0.029548104251195657,0.9465838032656657,1.5925103944917484e-6,0.1848039295239289,0.188,0.861,0.0493,0.695,FALSE,FALSE,TRUE,FALSE,TRUE,0.553,-0.016,1.59,0.324,0.0367,-1.57,0.179,0.16,0.59,-0.569,0.0207,0.646,0.504
OBI1,Q5W0B1,0.001746856643464018,2.968125316921991e-6,4.816860114595554e-9,0.13444317371824693,0.015,2.08e-5,0.00118,0.626,FALSE,TRUE,TRUE,FALSE,TRUE,0.629,1.12,1.71,0.272,-0.17,-0.758,0.208,-0.535,0.46,-0.557,0.95,-0.0786,0.48
OPA1,O60313,0.38086940417751325,0.279592867268003,0.7831169828348082,0.0011709280490140802,0.682,0.685,0.91,0.0385,FALSE,FALSE,FALSE,TRUE,TRUE,0.437,0.542,0.136,1.85,-0.457,-0.051,-1.44,0.318,-0.02,0.757,0.0849,0.407,0.403
OTUD4,Q01804,0.08436923582019266,0.004619092393017338,1.5033435357605346e-7,0.1275116020564943,0.347,0.117,0.0147,0.613,FALSE,FALSE,TRUE,FALSE,TRUE,0.359,0.63,1.56,0.314,0.321,-0.611,0.446,-0.595,0.679,-1.19,0.951,-0.76,0.76
PAM,P19021,5.490610307451499e-8,5.981597091188914e-8,4.044057553999053e-5,0.5036172432181378,5.15e-13,3.88e-10,0.159,0.854,TRUE,TRUE,FALSE,FALSE,TRUE,3.97,3.95,2.47,0.32,-3.5,-2.02,0.259,1.05,0.471,1.44,0.449,1.28,0.579
PCBP3,P57721,0.4673531265693187,9.460468484917973e-4,0.012145767531577681,0.20328828308755603,0.73,0.0454,0.665,0.714,FALSE,TRUE,FALSE,FALSE,TRUE,-0.257,-1.35,-0.957,0.456,-0.262,-0.65,0.18,0.934,-0.519,0.287,-1.61,1,0.636
