X,name,ID,Control_100_vs_Control_Veh_p.val,Control_200_vs_Control_100_p.val,Control_200_vs_Control_Veh_p.val,RDH12_100_vs_Control_100_p.val,RDH12_100_vs_RDH12_Veh_p.val,RDH12_200_vs_Control_200_p.val,RDH12_200_vs_RDH12_100_p.val,RDH12_200_vs_RDH12_Veh_p.val,RDH12_Veh_vs_Control_Veh_p.val,Control_100_vs_Control_Veh_p.adj,Control_200_vs_Control_100_p.adj,Control_200_vs_Control_Veh_p.adj,RDH12_100_vs_Control_100_p.adj,RDH12_100_vs_RDH12_Veh_p.adj,RDH12_200_vs_Control_200_p.adj,RDH12_200_vs_RDH12_100_p.adj,RDH12_200_vs_RDH12_Veh_p.adj,RDH12_Veh_vs_Control_Veh_p.adj,Control_100_vs_Control_Veh_significant,Control_200_vs_Control_100_significant,Control_200_vs_Control_Veh_significant,RDH12_100_vs_Control_100_significant,RDH12_100_vs_RDH12_Veh_significant,RDH12_200_vs_Control_200_significant,RDH12_200_vs_RDH12_100_significant,RDH12_200_vs_RDH12_Veh_significant,RDH12_Veh_vs_Control_Veh_significant,significant,Control_100_vs_Control_Veh_ratio,Control_200_vs_Control_100_ratio,Control_200_vs_Control_Veh_ratio,RDH12_100_vs_Control_100_ratio,RDH12_100_vs_RDH12_Veh_ratio,RDH12_200_vs_Control_200_ratio,RDH12_200_vs_RDH12_100_ratio,RDH12_200_vs_RDH12_Veh_ratio,RDH12_Veh_vs_Control_Veh_ratio,Control_100_centered,Control_200_centered,Control_Veh_centered,RDH12_100_centered,RDH12_200_centered,RDH12_Veh_centered
306,PS 38:2,816.611825 -> 631.602898,0.267972561,0.614276825,0.534036173,0.149837153,0.641584973,0.006511567,0.272494318,0.127673653,0.044746949,0.66075426,0.853821069,0.895345573,0.478024217,0.957126316,0.029863293,0.818830527,0.4103796,0.185159789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.11,0.0491,-0.0607,-0.145,-0.0453,-0.303,-0.109,-0.154,-0.21,0.0566,0.106,0.166,-0.0884,-0.197,-0.0431
307,PS 38:3,814.559825 -> 629.550898,0.534492528,0.639013124,0.282862711,0.08591813,0.199530092,0.106865999,0.555973193,0.071226908,0.022644257,0.811435004,0.866777309,0.763441178,0.389349362,0.953944604,0.245212917,0.948579856,0.316564035,0.125414349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0704,0.053,0.123,-0.204,0.149,-0.19,0.0667,0.215,-0.282,0.119,0.172,0.0481,-0.0854,-0.0187,-0.234
308,PS 38:4,812.544125 -> 627.535198,0.075804196,0.149233231,0.702609737,0.789166157,0.426727717,0.15045126,0.785480739,0.597044441,0.192370225,0.433166836,0.41646483,0.970284575,0.929784053,0.953944604,0.299240076,0.998456697,0.808362235,0.402635354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.205,0.163,-0.0418,-0.0292,-0.0877,-0.163,0.0297,-0.058,-0.147,-0.0664,0.097,0.139,-0.0956,-0.0659,-0.0079
309,PS 38:8,804.611825 -> 619.602898,0.688435392,0.843906306,0.837616605,0.122866195,0.70826253,0.094636649,0.960525203,0.672100163,0.028713242,0.872664581,0.963622707,0.980809545,0.441354972,0.976005797,0.225623798,0.998456697,0.854627767,0.147668102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0401,0.0197,-0.0205,-0.161,0.0374,-0.175,0.00494,0.0424,-0.238,0.0758,0.0955,0.116,-0.0849,-0.08,-0.122
310,PS 40:1,846.658825 -> 661.649898,0.25551083,0.751566894,0.153449178,0.608196502,0.103866505,0.130328356,0.460935835,0.343950553,0.299616223,0.634371717,0.93303036,0.593996817,0.854555773,0.931806613,0.279275048,0.901830981,0.648283765,0.518115163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.17,0.0464,0.217,-0.0754,0.25,-0.231,-0.109,0.141,-0.155,0.118,0.165,-0.0522,0.0428,-0.0662,-0.207
311,PS 40:2,844.606725 -> 659.597798,0.593220291,0.192873769,0.425733873,0.467135865,0.242751023,0.607503046,0.271189223,0.942104375,0.177245535,0.844145548,0.475579155,0.840296399,0.752065105,0.953944604,0.781193845,0.818830527,0.980476647,0.383610527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.055,-0.138,-0.0826,-0.0753,0.123,-0.0529,-0.115,0.00745,-0.143,0.109,-0.0282,0.0544,0.0342,-0.0811,-0.0886
312,PS 40:4,840.575425 -> 655.566498,0.255341543,0.341539385,0.843503948,0.03813648,0.389709671,0.00548392,0.997461858,0.388026779,0.000619307,0.634371717,0.645629579,0.980809545,0.223241972,0.953944604,0.026678531,0.998456697,0.691803058,0.015925041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.107,0.0885,-0.0181,-0.205,0.0798,-0.294,0.000291,0.0801,-0.392,0.0835,0.172,0.19,-0.122,-0.122,-0.202
313,PS 40:5,838.559825 -> 653.550898,0.455816819,0.060446974,0.223994393,0.498941712,0.055862571,0.060880449,0.501302319,0.014737572,0.063900987,0.762004934,0.297254833,0.713205581,0.777728359,0.83793856,0.1725745,0.924067762,0.164735414,0.223343256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0752,-0.2,-0.125,-0.068,0.204,0.199,0.0677,0.272,-0.197,0.103,-0.0972,0.0274,0.0345,0.102,-0.169
314,PS 40:6,836.544125 -> 651.535198,0.870562044,0.93691774,0.933169305,0.304830815,0.74581611,0.382781295,0.810456706,0.574336478,0.140365062,0.961356859,0.994448903,0.989198075,0.638593061,0.981017338,0.564759288,0.998456697,0.801754668,0.343751173,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0242,0.0117,-0.0124,-0.155,0.0481,-0.131,0.0356,0.0837,-0.227,0.0736,0.0853,0.0977,-0.0814,-0.0458,-0.129
315,PS 42:1,874.653725 -> 689.644798,0.552866349,0.552838255,0.243757045,0.191592377,0.063699285,0.257477923,0.437343864,0.013663605,0.014687068,0.825858447,0.812341149,0.73741627,0.530563505,0.875296476,0.443502642,0.893499778,0.164262785,0.089616011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0615,0.0615,0.123,-0.139,0.203,-0.119,0.0809,0.284,-0.28,0.0897,0.151,0.0282,-0.0489,0.0319,-0.252
316,PS O-34:1,748.549225 -> 563.540298,0.318413483,0.724235875,0.184659791,0.191470066,0.845665582,0.018115267,0.365302577,0.473195585,0.600602128,0.698956427,0.908449181,0.657053655,0.530563505,0.981017338,0.064569268,0.851781189,0.763706775,0.764420875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0718,0.025,0.0968,-0.0952,0.0138,-0.185,-0.0649,-0.0512,-0.0372,0.0685,0.0935,-0.00327,-0.0267,-0.0916,-0.0405
317,SM(32:0,677.559725 -> 184.1,0.647383495,0.538177436,0.872432026,0.09272826,0.542593627,0.192982404,0.847583924,0.42592496,0.489189575,0.864948034,0.807499382,0.989198075,0.392731454,0.953944604,0.356275207,0.998456697,0.729643082,0.685246097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0933,0.126,0.0327,0.36,0.125,0.273,0.0391,0.164,0.142,-0.202,-0.0762,-0.109,0.158,0.197,0.033
318,SM(32:1,675.544125 -> 184.1,0.719467854,0.436104481,0.262016117,0.352563681,0.727452026,0.06679491,0.828233174,0.894919457,0.357895786,0.896222932,0.730221456,0.763291266,0.688546783,0.976005797,0.183558531,0.998456697,0.950356946,0.580371545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.13,-0.284,-0.414,0.341,-0.126,0.703,0.0784,-0.0477,0.337,-0.179,-0.463,-0.0488,0.162,0.24,0.288
319,SM(32:2,673.528425 -> 184.1,0.93247436,0.997868493,0.934597679,0.122335814,0.533148362,0.298216717,0.580807357,0.942347,0.29396748,0.979634527,0.997868493,0.989198075,0.441354972,0.953944604,0.481812596,0.959131414,0.980476647,0.512143005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0139,-0.000438,0.0135,0.265,0.103,0.174,-0.091,0.0119,0.176,-0.0976,-0.098,-0.111,0.167,0.0759,0.0641
320,SM(34:0,705.591025 -> 184.1,0.979820752,0.584437535,0.601667445,0.728053228,0.317559082,0.713186265,0.59804059,0.62720088,0.522745258,0.989506328,0.841156618,0.91393034,0.90921699,0.953944604,0.855823518,0.965446692,0.818088104,0.706672861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0146,-0.317,-0.302,0.201,0.586,0.212,-0.305,0.281,-0.371,0.103,-0.213,0.0889,0.304,-0.00107,-0.282
321,SM(34:1,703.575425 -> 184.1,0.6312983,0.310000319,0.582779894,0.688162058,0.333073452,0.584711076,0.934471575,0.373778963,0.372309129,0.860861318,0.606522363,0.91393034,0.893239092,0.953944604,0.76266662,0.998456697,0.686532788,0.58785652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.326,-0.699,-0.373,-0.272,0.666,0.371,-0.0556,0.61,-0.612,0.427,-0.272,0.101,0.155,0.0994,-0.511
322,SM(34:1.1,719.606725 -> 184.1,0.45825869,0.509075417,0.933374767,0.765418559,0.862218313,0.931644442,0.779156133,0.914672742,0.782402533,0.762004934,0.793364286,0.989198075,0.918502271,0.981017338,0.961723415,0.998456697,0.957636002,0.885738716,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82,-0.728,0.0915,-0.327,0.19,0.0939,-0.307,-0.117,0.303,0.505,-0.224,-0.315,0.177,-0.13,-0.0127
323,SM(34:2,701.559725 -> 184.1,0.662667843,0.266358668,0.48846753,0.016420898,0.373366555,0.548859189,0.360429929,0.979700582,0.197609948,0.864948034,0.568428233,0.876607225,0.147788083,0.953944604,0.728327791,0.851781189,0.996488861,0.411211452,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.162,0.421,0.259,0.989,0.335,0.224,-0.344,-0.00943,0.492,-0.479,-0.0574,-0.316,0.511,0.166,0.176
324,SM(36:0,733.622325 -> 184.1,0.931288833,0.988308566,0.919653547,0.729899195,0.897353173,0.805268696,0.546171176,0.633739446,0.896031094,0.979634527,0.997868493,0.989198075,0.90921699,0.986640738,0.878474941,0.945296266,0.819305238,0.954352644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.123,-0.021,-0.144,0.495,0.185,-0.353,-0.87,-0.685,0.187,-0.089,-0.11,0.0344,0.406,-0.463,0.222
325,SM(36:1,731.606725 -> 184.1,0.978944429,0.934150459,0.955151947,0.792899179,0.93387023,0.546226986,0.435927849,0.484870448,0.878061385,0.989506328,0.994448903,0.989198075,0.929784053,0.986640738,0.728327791,0.893499778,0.765155117,0.942486694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0278,0.087,0.0592,0.277,0.0874,-0.64,-0.83,-0.742,0.162,-0.00475,0.0823,0.023,0.272,-0.557,0.185
326,SM(36:2,729.591025 -> 184.1,0.747142719,0.978558988,0.767481804,0.758000923,0.870383189,0.729308431,0.498580812,0.403693078,0.431786428,0.905526004,0.997868493,0.970438284,0.918318068,0.981017338,0.86365472,0.924067762,0.708924429,0.639683597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.143,-0.0119,0.132,0.137,-0.0725,-0.154,-0.303,-0.376,0.353,-0.00422,-0.0162,-0.148,0.133,-0.17,0.205
327,SM(38:0,761.653625 -> 184.1,0.935978308,0.444018546,0.399213013,0.257483423,0.615313628,0.917926052,0.083234895,0.198594041,0.568456074,0.979634527,0.740030911,0.826394431,0.594361347,0.953944604,0.955067569,0.681012777,0.507048616,0.741464445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.111,-1.07,-1.18,1.6,0.698,0.143,-2.53,-1.83,0.793,-0.104,-1.17,0.00757,1.5,-1.03,0.801
328,SM(38:1,759.638025 -> 184.1,0.969502204,0.799636606,0.77036403,0.376077489,0.59712609,0.528323069,0.089887151,0.221578116,0.743199045,0.989506328,0.953209199,0.970438284,0.695878093,0.953944604,0.717721906,0.688497329,0.53701383,0.872417223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0471,-0.313,-0.36,1.11,0.654,-0.782,-2.2,-1.55,0.404,-0.0327,-0.346,0.0144,1.07,-1.13,0.419
329,SM(38:2,757.622325 -> 184.1,0.973797518,0.855512437,0.829871248,0.249946822,0.577845882,0.937109536,0.16453331,0.385460891,0.560446243,0.989506328,0.963622707,0.980809545,0.594361347,0.953944604,0.961723415,0.783852927,0.691803058,0.736658696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0177,-0.0983,-0.116,0.636,0.302,-0.0426,-0.776,-0.475,0.316,-0.125,-0.223,-0.107,0.511,-0.265,0.209
330,SM(38:3,755.606725 -> 184.1,0.738000813,0.838030642,0.896119022,0.306404373,0.811640321,0.642669105,0.205413869,0.296401765,0.640755115,0.905526004,0.963622707,0.989198075,0.638593061,0.981017338,0.808954119,0.783852927,0.584496396,0.798172461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.217,0.133,-0.0847,0.676,0.155,-0.302,-0.845,-0.69,0.304,-0.23,-0.0969,-0.0122,0.446,-0.399,0.291
331,SM(40:0,789.684925 -> 184.1,0.284119106,0.048239673,0.312983397,0.625102224,0.856825743,0.282692631,0.595551992,0.479169541,0.438434301,0.672913671,0.250803393,0.766489951,0.855189703,0.981017338,0.466831867,0.965446692,0.765120195,0.644229993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,-1.26,-0.611,-0.292,-0.107,0.652,-0.317,-0.425,0.466,0.5,-0.762,-0.151,0.208,-0.11,0.315
332,SM(40:1,787.669325 -> 184.1,0.48414747,0.08311221,0.271323456,0.692260297,0.945961467,0.743207178,0.279307125,0.252077289,0.707109693,0.775834311,0.366998272,0.763400455,0.893239092,0.986640738,0.87015312,0.819582967,0.560921135,0.846740198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.56,-1.45,-0.893,-0.315,-0.0538,0.261,-0.877,-0.931,0.299,0.63,-0.823,0.07,0.315,-0.562,0.369
333,SM(40:2,785.653625 -> 184.1,0.981309402,0.273740891,0.283502651,0.613965192,0.676213957,0.819566711,0.702262863,0.427651918,0.948691722,0.989506328,0.572946051,0.763441178,0.854555773,0.966475979,0.884242798,0.983273573,0.729643082,0.972416892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0154,-0.735,-0.719,-0.333,-0.275,0.15,-0.252,-0.527,-0.0423,0.288,-0.447,0.272,-0.0453,-0.297,0.23
334,SM(40:3,783.638025 -> 184.1,0.878435564,0.216953376,0.274686625,0.493260372,0.547982675,0.588544354,0.972617505,0.525807589,0.946759878,0.964136595,0.509152119,0.763400455,0.775431152,0.953944604,0.76489519,0.998456697,0.781586877,0.972416892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0809,-0.671,-0.59,-0.365,-0.32,0.288,-0.0182,-0.338,0.0353,0.258,-0.413,0.177,-0.108,-0.126,0.212
335,SM(42:0,817.716225 -> 184.1,0.066170498,0.093450335,0.850705462,0.471534422,0.572215,0.29074314,0.968663546,0.598799717,0.088576777,0.416720608,0.378001356,0.980809545,0.754455075,0.953944604,0.475761501,0.998456697,0.808362235,0.267921293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.563,-0.509,0.0543,-0.21,-0.164,0.311,0.0113,-0.153,0.518,0.254,-0.255,-0.309,0.0448,0.0561,0.209
336,SM(42:1,815.700625 -> 184.1,0.082255225,0.042207862,0.723278907,0.177400983,0.680621407,0.508901416,0.89576681,0.588455947,0.39871023,0.455567403,0.244250672,0.970284575,0.51303877,0.967121763,0.696595094,0.998456697,0.805547976,0.605635793,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02,-1.22,-0.197,-0.775,-0.23,0.37,-0.0729,-0.303,0.476,0.735,-0.484,-0.286,-0.0405,-0.113,0.189
337,SM(42:2,813.684925 -> 184.1,0.177967869,0.108232208,0.77125251,0.150496136,0.452786092,0.771011198,0.919610042,0.514103234,0.513903457,0.531486964,0.389821314,0.970438284,0.478024217,0.953944604,0.87015312,0.998456697,0.781586877,0.706672861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808,-0.977,-0.169,-0.866,-0.44,0.169,0.0586,-0.382,0.382,0.648,-0.329,-0.16,-0.219,-0.16,0.221
338,SM(42:3,811.669325 -> 184.1,0.1825033,0.099913686,0.725780847,0.232289854,0.347866727,0.461209914,0.809291789,0.480325456,0.279403386,0.534156,0.38264816,0.970284575,0.588903855,0.953944604,0.650924524,0.998456697,0.765120195,0.506575594,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.611,-0.767,-0.156,-0.544,-0.423,0.33,0.107,-0.316,0.49,0.413,-0.354,-0.198,-0.131,-0.0235,0.292
339,SM(44:0,845.747525 -> 184.1,0.829178127,0.323261184,0.434965777,0.861631797,0.99654605,0.223622252,0.944033803,0.947478923,0.693901776,0.943396591,0.622096899,0.843259329,0.933013703,0.998877189,0.402520054,0.998456697,0.982975252,0.842088658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0487,-0.227,-0.178,0.0393,-0.000977,0.282,0.0158,0.0149,0.089,0.0234,-0.203,-0.0253,0.0628,0.0786,0.0638
340,SM(44:1,843.731925 -> 184.1,0.244545724,0.984590037,0.251914476,0.752009191,0.906842537,0.937680329,0.796892279,0.888205421,0.177952661,0.615639584,0.997868493,0.755679143,0.914605773,0.986640738,0.961723415,0.998456697,0.948824782,0.383610527,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.242,-0.00392,0.238,0.0643,0.0238,0.0159,-0.0523,-0.0285,0.283,0.0215,0.0176,-0.221,0.0858,0.0335,0.062
341,SM(44:2,841.716225 -> 184.1,0.430152324,0.27068415,0.743391301,0.772735614,0.653772099,0.146796792,0.505830475,0.825637392,0.34542383,0.754357843,0.569861369,0.970438284,0.921723341,0.960644717,0.2988359,0.924067762,0.917263566,0.575706383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.122,-0.172,-0.0501,-0.0442,-0.0687,0.23,0.102,0.0337,0.146,0.0425,-0.129,-0.0793,-0.00165,0.101,0.0671
342,TG 32:0 NL 16:0,600.55667 -> 327.289891,0.005737754,0.045502771,0.310571509,0.812246578,0.18294231,0.001784952,0.185846104,0.992302561,0.000223266,0.173369682,0.247768938,0.766489951,0.929952993,0.953944604,0.011899678,0.783852927,0.997819216,0.009672047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.294,0.199,-0.0955,-0.022,0.127,-0.347,-0.126,0.000892,-0.443,-0.029,0.17,0.265,-0.051,-0.177,-0.178
343,TG 34:1 NL 16:1,626.57237 -> 355.321241,0.708615941,0.847820117,0.855179694,0.708447092,0.982460223,0.056767039,0.156712606,0.162585196,0.445164791,0.888856233,0.963622707,0.980809545,0.900342513,0.993499102,0.162191541,0.783852927,0.459842841,0.646855651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.157,0.0807,-0.0768,-0.158,0.00924,-0.856,-0.617,-0.608,-0.324,0.144,0.224,0.301,-0.0141,-0.631,-0.0233
344,TG48:0] NL 16:0,824.77067 -> 551.503891,0.071309924,0.906752032,0.088378437,0.091905706,0.042119972,0.062925176,0.74701717,0.02232959,0.032152614,0.421689362,0.989184035,0.448116016,0.392731454,0.819262707,0.176977057,0.995250349,0.197354065,0.154332547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.243,0.0149,-0.228,0.225,0.278,0.251,0.041,0.319,-0.296,-0.116,-0.101,0.127,0.109,0.15,-0.169
345,TG48:1] NL 14:0,822.75507 -> 577.519591,0.853390242,0.111219772,0.152998679,0.258856098,0.420368018,0.845992317,0.750948631,0.620547027,0.090093559,0.952362392,0.392643046,0.593996817,0.594361347,0.953944604,0.901056906,0.995250349,0.815317262,0.267921293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0162,0.146,0.13,0.101,-0.0716,-0.0171,0.0279,-0.0437,0.157,-0.0945,0.052,-0.0782,0.00703,0.035,0.0786
346,TG48:1] NL 16:0,822.75507 -> 549.488291,0.108799387,0.09183299,0.924388648,0.106020538,0.871255889,0.73761255,0.798660432,0.677243888,0.859781553,0.514141054,0.375680412,0.989198075,0.414862976,0.981017338,0.867779471,0.998456697,0.854627767,0.929493571,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.227,0.24,0.0128,0.229,-0.0219,-0.0454,-0.0346,-0.0565,0.0239,-0.191,0.0497,0.0369,0.0388,0.00428,0.0608
347,TG50:1] NL 16:0,850.78637 -> 577.519591,0.057297587,0.715258707,0.028259765,0.000728059,0.078032086,0.005449769,0.18928242,0.611436109,0.762207485,0.389191159,0.906665966,0.231216263,0.03730155,0.906179064,0.026678531,0.783852927,0.810030553,0.879470176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.25,-0.0449,-0.294,0.516,0.229,0.394,-0.166,0.0627,0.0372,-0.226,-0.271,0.0234,0.29,0.123,0.0606
348,TG50:1] NL 18:1,850.78637 -> 551.503941,0.190678136,0.993843968,0.18830351,0.0084166,0.034847078,0.12733409,0.171360886,0.388178382,0.524115705,0.540504953,0.997868493,0.658148189,0.097741162,0.807615346,0.27614622,0.783852927,0.691803058,0.706672861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.154,-0.000878,-0.154,0.341,0.261,0.181,-0.161,0.0995,-0.073,-0.126,-0.127,0.0278,0.215,0.0543,-0.0452
349,TG50:2],848.77067 -> 577.519541,0.59876323,0.926338067,0.537207344,0.609846769,0.936879818,0.991926771,0.667987345,0.612023085,0.272770844,0.844145548,0.994448903,0.895345573,0.854555773,0.986640738,0.991926771,0.983273573,0.810030553,0.503576943,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0603,0.0105,0.0708,0.0585,-0.00903,-0.00115,-0.0491,-0.0581,0.128,-0.0143,-0.00372,-0.0746,0.0442,-0.00487,0.0532
350,TG50:2] NL 16:0,848.77067 -> 575.503891,0.133526764,0.244901008,0.711163899,0.18194487,0.799816582,0.765053006,0.628236916,0.463537675,0.94452611,0.516053985,0.537587578,0.970284575,0.515749238,0.981017338,0.87015312,0.978014237,0.753734102,0.972416892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.16,0.122,-0.0381,0.141,-0.026,-0.0307,-0.0499,-0.0759,0.00713,-0.114,0.0084,0.0465,0.0276,-0.0223,0.0536
351,TG50:2] NL 18:1,848.77067 -> 549.488241,0.542592326,0.058386067,0.173445539,0.806588467,0.633637126,0.551705111,0.250655997,0.4890391,0.91187671,0.81388849,0.291930337,0.637146878,0.929952993,0.957126316,0.728327791,0.791545254,0.765452504,0.966202975,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0712,0.235,0.163,0.0285,-0.0556,-0.0695,0.137,0.081,0.0129,-0.0972,0.137,-0.026,-0.0687,0.0678,-0.0132
352,TG52:1] NL 16:0,878.81767 -> 605.550891,0.062497441,0.027771744,0.674936005,0.001513464,0.122536641,0.116402552,0.833084907,0.084148757,0.811146661,0.416649606,0.211453636,0.958245892,0.045934819,0.931806613,0.255517796,0.998456697,0.336156998,0.901274068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.207,0.251,0.0439,0.4,0.168,0.171,0.022,0.19,0.025,-0.252,-0.00114,-0.045,0.148,0.17,-0.0201
353,TG52:1] NL 18:0,878.81767 -> 577.519591,0.275884236,0.562635837,0.597460906,0.018909093,0.294887017,0.010143885,0.379945825,0.065570841,0.677943208,0.667360147,0.820036037,0.91393034,0.158245815,0.953944604,0.040575539,0.860254698,0.302634649,0.830134541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.109,0.057,-0.052,0.254,0.105,0.285,0.0872,0.192,0.0408,-0.152,-0.095,-0.043,0.102,0.19,-0.00218
354,TG52:1] NL 18:1,878.81767 -> 579.535241,0.188190116,0.1715008,0.954843899,0.156375261,0.467529993,0.450080547,0.4830414,0.16406152,0.537141296,0.540504953,0.448214095,0.989198075,0.485302533,0.953944604,0.640739372,0.924067762,0.459842841,0.714198634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.146,0.152,0.0061,0.158,0.079,0.0822,0.0763,0.155,-0.067,-0.129,0.0239,0.0178,0.0299,0.106,-0.0492
355,TG52:2] NL 16:0,876.80197 -> 603.535191,0.854480702,0.368245861,0.469914325,0.006415609,0.837747941,0.006583448,0.36185804,0.475195327,0.006703268,0.952362392,0.679838512,0.872300492,0.079642049,0.981017338,0.029863293,0.851781189,0.763706775,0.050316473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0174,-0.0867,-0.0693,0.297,0.0195,0.296,-0.0879,-0.0685,0.295,-0.113,-0.2,-0.131,0.184,0.096,0.164
356,TG52:2] NL 18:1,876.80197 -> 577.519541,0.292518378,0.090547313,0.482188328,0.005424208,0.906940569,0.823062779,0.239744499,0.286292053,0.058308868,0.683809196,0.375680412,0.872300492,0.075104423,0.986640738,0.884485375,0.7859368,0.582288921,0.214468057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.143,0.238,0.0947,0.429,0.0156,0.0299,-0.161,-0.145,0.27,-0.249,-0.0105,-0.105,0.18,0.0194,0.165
