Lipid annotation,MRM transition,Contrast,log2 fold change,p value,BH adjusted p value
DG 36:7 NL 16:0,628.49407 -> 355.227291,RDH12_200_vs_RDH12_100,-0.415,0.50832077,0.924067762
DG 36:7 NL 16:0,628.49407 -> 355.227291,RDH12_200_vs_RDH12_Veh,-0.387,0.536736105,0.785467471
DG 36:7 NL 16:0,628.49407 -> 355.227291,RDH12_Veh_vs_WT_Veh,-0.243,0.697062278,0.842088658
DG 36:7 NL 16:1,628.49407 -> 357.242941,WT_100_vs_WT_Veh,-0.241,0.455191274,0.762004934
DG 36:7 NL 16:1,628.49407 -> 357.242941,WT_200_vs_WT_100,0.165,0.606324793,0.850933169
DG 36:7 NL 16:1,628.49407 -> 357.242941,WT_200_vs_WT_Veh,-0.0755,0.813224946,0.974216093
DG 36:7 NL 16:1,628.49407 -> 357.242941,RDH12_100_vs_WT_100,-0.18,0.574157362,0.833454234
DG 36:7 NL 16:1,628.49407 -> 357.242941,RDH12_100_vs_RDH12_Veh,0.0757,0.81276786,0.981017338
DG 36:7 NL 16:1,628.49407 -> 357.242941,RDH12_200_vs_WT_200,-0.82,0.019943367,0.069034732
DG 36:7 NL 16:1,628.49407 -> 357.242941,RDH12_200_vs_RDH12_100,-0.475,0.151511164,0.783852927
DG 36:7 NL 16:1,628.49407 -> 357.242941,RDH12_200_vs_RDH12_Veh,-0.399,0.223071893,0.53701383
DG 36:7 NL 16:1,628.49407 -> 357.242941,RDH12_Veh_vs_WT_Veh,-0.497,0.134945972,0.338625631
DG 36:7 NL 20:0,628.49407 -> 299.16467,WT_100_vs_WT_Veh,-0.392,0.013848593,0.221577494
DG 36:7 NL 20:0,628.49407 -> 299.16467,WT_200_vs_WT_100,0.44,0.00696286,0.104442904
DG 36:7 NL 20:0,628.49407 -> 299.16467,WT_200_vs_WT_Veh,0.048,0.736290825,0.970438284
DG 36:7 NL 20:0,628.49407 -> 299.16467,RDH12_100_vs_WT_100,0.0609,0.669805964,0.888598641
DG 36:7 NL 20:0,628.49407 -> 299.16467,RDH12_100_vs_RDH12_Veh,-0.0575,0.686846261,0.967121763
DG 36:7 NL 20:0,628.49407 -> 299.16467,RDH12_200_vs_WT_200,-0.548,0.001473713,0.01082728
DG 36:7 NL 20:0,628.49407 -> 299.16467,RDH12_200_vs_RDH12_100,-0.169,0.246729789,0.791545254
DG 36:7 NL 20:0,628.49407 -> 299.16467,RDH12_200_vs_RDH12_Veh,-0.226,0.127166226,0.4103796
DG 36:7 NL 20:0,628.49407 -> 299.16467,RDH12_Veh_vs_WT_Veh,-0.273,0.070388116,0.234627052
DG 36:7 NL 22:5,628.49407 -> 281.21167,WT_100_vs_WT_Veh,-0.211,0.610610385,0.849817274
DG 36:7 NL 22:5,628.49407 -> 281.21167,WT_200_vs_WT_100,0.257,0.535941223,0.807499382
DG 36:7 NL 22:5,628.49407 -> 281.21167,WT_200_vs_WT_Veh,0.0461,0.911120381,0.989198075
DG 36:7 NL 22:5,628.49407 -> 281.21167,RDH12_100_vs_WT_100,0.0363,0.929865692,0.964702159
DG 36:7 NL 22:5,628.49407 -> 281.21167,RDH12_100_vs_RDH12_Veh,0.277,0.505435274,0.953944604
DG 36:7 NL 22:5,628.49407 -> 281.21167,RDH12_200_vs_WT_200,-0.617,0.149871487,0.299240076
DG 36:7 NL 22:5,628.49407 -> 281.21167,RDH12_200_vs_RDH12_100,-0.396,0.344912888,0.851781189
DG 36:7 NL 22:5,628.49407 -> 281.21167,RDH12_200_vs_RDH12_Veh,-0.119,0.773314067,0.897621457
DG 36:7 NL 22:5,628.49407 -> 281.21167,RDH12_Veh_vs_WT_Veh,-0.452,0.283530156,0.508895837
DG 36:8 NL 22:6,626.47847 -> 281.21197,WT_100_vs_WT_Veh,-0.473,0.18503473,0.537197604
DG 36:8 NL 22:6,626.47847 -> 281.21197,WT_200_vs_WT_100,0.323,0.357296606,0.66302463
DG 36:8 NL 22:6,626.47847 -> 281.21197,WT_200_vs_WT_Veh,-0.15,0.665749835,0.958245892
DG 36:8 NL 22:6,626.47847 -> 281.21197,RDH12_100_vs_WT_100,-0.13,0.707889233,0.900342513
DG 36:8 NL 22:6,626.47847 -> 281.21197,RDH12_100_vs_RDH12_Veh,-0.172,0.621060151,0.953944604
DG 36:8 NL 22:6,626.47847 -> 281.21197,RDH12_200_vs_WT_200,-1.05,0.007633065,0.032713135
DG 36:8 NL 22:6,626.47847 -> 281.21197,RDH12_200_vs_RDH12_100,-0.6,0.098709111,0.703432526
DG 36:8 NL 22:6,626.47847 -> 281.21197,RDH12_200_vs_RDH12_Veh,-0.772,0.039009984,0.227643108
DG 36:8 NL 22:6,626.47847 -> 281.21197,RDH12_Veh_vs_WT_Veh,-0.431,0.224555466,0.449110931
DG 38:0 NL 18:0,670.63497 -> 369.33497,WT_100_vs_WT_Veh,-0.059,0.642024393,0.864948034
DG 38:0 NL 18:0,670.63497 -> 369.33497,WT_200_vs_WT_100,0.0908,0.476618483,0.76599399
DG 38:0 NL 18:0,670.63497 -> 369.33497,WT_200_vs_WT_Veh,0.0318,0.801596087,0.9725683
DG 38:0 NL 18:0,670.63497 -> 369.33497,RDH12_100_vs_WT_100,-0.22,0.09817607,0.404701275
DG 38:0 NL 18:0,670.63497 -> 369.33497,RDH12_100_vs_RDH12_Veh,-0.0752,0.554149036,0.953944604
DG 38:0 NL 18:0,670.63497 -> 369.33497,RDH12_200_vs_WT_200,-0.283,0.038269907,0.119801449
DG 38:0 NL 18:0,670.63497 -> 369.33497,RDH12_200_vs_RDH12_100,0.0272,0.830003323,0.998456697
DG 38:0 NL 18:0,670.63497 -> 369.33497,RDH12_200_vs_RDH12_Veh,-0.0481,0.704378567,0.877426588
DG 38:0 NL 18:0,670.63497 -> 369.33497,RDH12_Veh_vs_WT_Veh,-0.203,0.12319342,0.328515786
DG 38:0 NL 20:0,670.59857 -> 341.269191,WT_100_vs_WT_Veh,0.0551,0.823042763,0.943396591
DG 38:0 NL 20:0,670.59857 -> 341.269191,WT_200_vs_WT_100,0.00684,0.977838722,0.997868493
DG 38:0 NL 20:0,670.59857 -> 341.269191,WT_200_vs_WT_Veh,0.062,0.801560274,0.9725683
DG 38:0 NL 20:0,670.59857 -> 341.269191,RDH12_100_vs_WT_100,-0.293,0.246174583,0.594361347
DG 38:0 NL 20:0,670.59857 -> 341.269191,RDH12_100_vs_RDH12_Veh,0.142,0.567033968,0.953944604
DG 38:0 NL 20:0,670.59857 -> 341.269191,RDH12_200_vs_WT_200,-0.254,0.311972047,0.499155275
DG 38:0 NL 20:0,670.59857 -> 341.269191,RDH12_200_vs_RDH12_100,0.0458,0.852502101,0.998456697
DG 38:0 NL 20:0,670.59857 -> 341.269191,RDH12_200_vs_RDH12_Veh,0.188,0.450781335,0.744409543
DG 38:0 NL 20:0,670.59857 -> 341.269191,RDH12_Veh_vs_WT_Veh,-0.379,0.138806748,0.343751173
DG 40:5 NL 20:0,688.58797 -> 359.25857,WT_100_vs_WT_Veh,-0.131,0.410183285,0.742040113
DG 40:5 NL 20:0,688.58797 -> 359.25857,WT_200_vs_WT_100,0.218,0.178162448,0.45473215
DG 40:5 NL 20:0,688.58797 -> 359.25857,WT_200_vs_WT_Veh,0.0874,0.579250013,0.91393034
DG 40:5 NL 20:0,688.58797 -> 359.25857,RDH12_100_vs_WT_100,-0.305,0.067003369,0.333496692
DG 40:5 NL 20:0,688.58797 -> 359.25857,RDH12_100_vs_RDH12_Veh,-0.167,0.295678851,0.953944604
DG 40:5 NL 20:0,688.58797 -> 359.25857,RDH12_200_vs_WT_200,-0.839,7.76E-05,0.001029821
DG 40:5 NL 20:0,688.58797 -> 359.25857,RDH12_200_vs_RDH12_100,-0.316,0.0590035,0.627978789
DG 40:5 NL 20:0,688.58797 -> 359.25857,RDH12_200_vs_RDH12_Veh,-0.483,0.007086986,0.115968861
DG 40:5 NL 20:0,688.58797 -> 359.25857,RDH12_Veh_vs_WT_Veh,-0.269,0.102427199,0.285843346
DG 40:5 NL 22:5,688.58797 -> 341.30557,WT_100_vs_WT_Veh,-0.187,0.142564347,0.516053985
DG 40:5 NL 22:5,688.58797 -> 341.30557,WT_200_vs_WT_100,0.189,0.138860255,0.405601323
DG 40:5 NL 22:5,688.58797 -> 341.30557,WT_200_vs_WT_Veh,0.0019,0.987693447,0.999509016
DG 40:5 NL 22:5,688.58797 -> 341.30557,RDH12_100_vs_WT_100,-0.388,0.00610361,0.078474988
DG 40:5 NL 22:5,688.58797 -> 341.30557,RDH12_100_vs_RDH12_Veh,-0.0929,0.454256485,0.953944604
DG 40:5 NL 22:5,688.58797 -> 341.30557,RDH12_200_vs_WT_200,-0.757,1.81E-05,0.000707939
DG 40:5 NL 22:5,688.58797 -> 341.30557,RDH12_200_vs_RDH12_100,-0.18,0.157725906,0.783852927
DG 40:5 NL 22:5,688.58797 -> 341.30557,RDH12_200_vs_RDH12_Veh,-0.273,0.039837544,0.227643108
DG 40:5 NL 22:5,688.58797 -> 341.30557,RDH12_Veh_vs_WT_Veh,-0.482,0.001268167,0.022282786
DG 40:6 NL 20:0,686.57237 -> 357.24297,WT_100_vs_WT_Veh,-0.323,0.302085742,0.692680682
DG 40:6 NL 20:0,686.57237 -> 357.24297,WT_200_vs_WT_100,0.0747,0.807795453,0.956599878
DG 40:6 NL 20:0,686.57237 -> 357.24297,WT_200_vs_WT_Veh,-0.248,0.42419157,0.840296399
DG 40:6 NL 20:0,686.57237 -> 357.24297,RDH12_100_vs_WT_100,-0.483,0.130933785,0.457632645
DG 40:6 NL 20:0,686.57237 -> 357.24297,RDH12_100_vs_RDH12_Veh,-0.328,0.295047361,0.953944604
DG 40:6 NL 20:0,686.57237 -> 357.24297,RDH12_200_vs_WT_200,-0.878,0.011111891,0.043885539
DG 40:6 NL 20:0,686.57237 -> 357.24297,RDH12_200_vs_RDH12_100,-0.32,0.30584909,0.819582967
DG 40:6 NL 20:0,686.57237 -> 357.24297,RDH12_200_vs_RDH12_Veh,-0.648,0.049136314,0.255468548
DG 40:6 NL 20:0,686.57237 -> 357.24297,RDH12_Veh_vs_WT_Veh,-0.478,0.134599651,0.338625631
DG 40:6 NL 22:6,686.57237 -> 341.30587,WT_100_vs_WT_Veh,-0.231,0.45099366,0.762004934
DG 40:6 NL 22:6,686.57237 -> 341.30587,WT_200_vs_WT_100,0.194,0.525753335,0.801996613
DG 40:6 NL 22:6,686.57237 -> 341.30587,WT_200_vs_WT_Veh,-0.0371,0.902625333,0.989198075
DG 40:6 NL 22:6,686.57237 -> 341.30587,RDH12_100_vs_WT_100,-0.468,0.137461137,0.466005828
DG 40:6 NL 22:6,686.57237 -> 341.30587,RDH12_100_vs_RDH12_Veh,-0.159,0.600732928,0.953944604
DG 40:6 NL 22:6,686.57237 -> 341.30587,RDH12_200_vs_WT_200,-0.993,0.004733362,0.024343003
DG 40:6 NL 22:6,686.57237 -> 341.30587,RDH12_200_vs_RDH12_100,-0.331,0.284111793,0.819582967
DG 40:6 NL 22:6,686.57237 -> 341.30587,RDH12_200_vs_RDH12_Veh,-0.491,0.121038679,0.406413464
DG 40:6 NL 22:6,686.57237 -> 341.30587,RDH12_Veh_vs_WT_Veh,-0.54,0.090795549,0.267921293
DG 40:7 NL 22:6,684.55667 -> 339.29017,WT_100_vs_WT_Veh,-0.235,0.088702819,0.469603161
DG 40:7 NL 22:6,684.55667 -> 339.29017,WT_200_vs_WT_100,0.251,0.070310586,0.328724818
DG 40:7 NL 22:6,684.55667 -> 339.29017,WT_200_vs_WT_Veh,0.0166,0.899121665,0.989198075
DG 40:7 NL 22:6,684.55667 -> 339.29017,RDH12_100_vs_WT_100,-0.32,0.025795084,0.18207895
DG 40:7 NL 22:6,684.55667 -> 339.29017,RDH12_100_vs_RDH12_Veh,-0.014,0.914587499,0.986640738
DG 40:7 NL 22:6,684.55667 -> 339.29017,RDH12_200_vs_WT_200,-0.699,8.01E-05,0.001029821
DG 40:7 NL 22:6,684.55667 -> 339.29017,RDH12_200_vs_RDH12_100,-0.127,0.338580978,0.851781189
DG 40:7 NL 22:6,684.55667 -> 339.29017,RDH12_200_vs_RDH12_Veh,-0.141,0.289791306,0.584496396
DG 40:7 NL 22:6,684.55667 -> 339.29017,RDH12_Veh_vs_WT_Veh,-0.541,0.00083597,0.016719391
DG 42:10 NL 22:5,706.54107 -> 359.25867,WT_100_vs_WT_Veh,-0.165,0.522972109,0.804572475
DG 42:10 NL 22:5,706.54107 -> 359.25867,WT_200_vs_WT_100,0.206,0.426583417,0.720986056
DG 42:10 NL 22:5,706.54107 -> 359.25867,WT_200_vs_WT_Veh,0.0411,0.872424315,0.989198075
DG 42:10 NL 22:5,706.54107 -> 359.25867,RDH12_100_vs_WT_100,-0.154,0.550387571,0.812047235
DG 42:10 NL 22:5,706.54107 -> 359.25867,RDH12_100_vs_RDH12_Veh,0.22,0.395277108,0.953944604
DG 42:10 NL 22:5,706.54107 -> 359.25867,RDH12_200_vs_WT_200,-0.581,0.036010014,0.113715834
DG 42:10 NL 22:5,706.54107 -> 359.25867,RDH12_200_vs_RDH12_100,-0.222,0.39196647,0.8710366
DG 42:10 NL 22:5,706.54107 -> 359.25867,RDH12_200_vs_RDH12_Veh,-0.00159,0.995047496,0.997819216
DG 42:10 NL 22:5,706.54107 -> 359.25867,RDH12_Veh_vs_WT_Veh,-0.538,0.049678199,0.198712796
DG 42:11 NL 16:0,704.52537 -> 431.258591,WT_100_vs_WT_Veh,-0.203,0.596660695,0.844145548
DG 42:11 NL 16:0,704.52537 -> 431.258591,WT_200_vs_WT_100,0.181,0.63697064,0.866777309
DG 42:11 NL 16:0,704.52537 -> 431.258591,WT_200_vs_WT_Veh,-0.0222,0.953716421,0.989198075
DG 42:11 NL 16:0,704.52537 -> 431.258591,RDH12_100_vs_WT_100,0.0887,0.816539146,0.929952993
DG 42:11 NL 16:0,704.52537 -> 431.258591,RDH12_100_vs_RDH12_Veh,0.296,0.442877187,0.953944604
DG 42:11 NL 16:0,704.52537 -> 431.258591,RDH12_200_vs_WT_200,-0.697,0.08391386,0.211545228
DG 42:11 NL 16:0,704.52537 -> 431.258591,RDH12_200_vs_RDH12_100,-0.605,0.128892009,0.773352052
DG 42:11 NL 16:0,704.52537 -> 431.258591,RDH12_200_vs_RDH12_Veh,-0.308,0.424586233,0.729643082
DG 42:11 NL 16:0,704.52537 -> 431.258591,RDH12_Veh_vs_WT_Veh,-0.411,0.291934777,0.512143005
DG 42:11 NL 22:5,704.52537 -> 357.24297,WT_100_vs_WT_Veh,-0.0504,0.926752881,0.979634527
DG 42:11 NL 22:5,704.52537 -> 357.24297,WT_200_vs_WT_100,0.0316,0.954100459,0.997868493
DG 42:11 NL 22:5,704.52537 -> 357.24297,WT_200_vs_WT_Veh,-0.0189,0.972572215,0.997509965
DG 42:11 NL 22:5,704.52537 -> 357.24297,RDH12_100_vs_WT_100,0.0336,0.951090304,0.972648825
DG 42:11 NL 22:5,704.52537 -> 357.24297,RDH12_100_vs_RDH12_Veh,0.337,0.541717122,0.953944604
DG 42:11 NL 22:5,704.52537 -> 357.24297,RDH12_200_vs_WT_200,-0.604,0.28079235,0.465830626
DG 42:11 NL 22:5,704.52537 -> 357.24297,RDH12_200_vs_RDH12_100,-0.606,0.279211295,0.819582967
DG 42:11 NL 22:5,704.52537 -> 357.24297,RDH12_200_vs_RDH12_Veh,-0.269,0.625046287,0.818088104
DG 42:11 NL 22:5,704.52537 -> 357.24297,RDH12_Veh_vs_WT_Veh,-0.354,0.522050236,0.706672861
LPC 16:0,496.376725 -> 184.07,WT_100_vs_WT_Veh,0.00663,0.98400907,0.989506328
LPC 16:0,496.376725 -> 184.07,WT_200_vs_WT_100,0.591,0.089881012,0.375680412
LPC 16:0,496.376725 -> 184.07,WT_200_vs_WT_Veh,0.598,0.086675987,0.447092099
LPC 16:0,496.376725 -> 184.07,RDH12_100_vs_WT_100,0.0592,0.858101594,0.933013703
LPC 16:0,496.376725 -> 184.07,RDH12_100_vs_RDH12_Veh,0.165,0.620148099,0.953944604
LPC 16:0,496.376725 -> 184.07,RDH12_200_vs_WT_200,-0.6,0.085432285,0.212107742
LPC 16:0,496.376725 -> 184.07,RDH12_200_vs_RDH12_100,-0.0684,0.836216907,0.998456697
LPC 16:0,496.376725 -> 184.07,RDH12_200_vs_RDH12_Veh,0.0962,0.771441112,0.897621457
LPC 16:0,496.376725 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.0989,0.765390455,0.88032129
LPC 16:1,494.361025 -> 184.07,WT_100_vs_WT_Veh,0.275,0.343611236,0.70145794
LPC 16:1,494.361025 -> 184.07,WT_200_vs_WT_100,0.299,0.304413158,0.600734573
LPC 16:1,494.361025 -> 184.07,WT_200_vs_WT_Veh,0.574,0.0596479,0.352020392
LPC 16:1,494.361025 -> 184.07,RDH12_100_vs_WT_100,0.0229,0.936218478,0.965726797
LPC 16:1,494.361025 -> 184.07,RDH12_100_vs_RDH12_Veh,0.218,0.450974776,0.953944604
LPC 16:1,494.361025 -> 184.07,RDH12_200_vs_WT_200,-0.587,0.054980016,0.160917119
LPC 16:1,494.361025 -> 184.07,RDH12_200_vs_RDH12_100,-0.31,0.287422628,0.819582967
LPC 16:1,494.361025 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.0927,0.746291544,0.892250793
LPC 16:1,494.361025 -> 184.07,RDH12_Veh_vs_WT_Veh,0.0803,0.779052871,0.884728812
LPC 18:0,524.408025 -> 184.07,WT_100_vs_WT_Veh,0.326,0.159173118,0.516053985
LPC 18:0,524.408025 -> 184.07,WT_200_vs_WT_100,0.289,0.209416073,0.505971721
LPC 18:0,524.408025 -> 184.07,WT_200_vs_WT_Veh,0.615,0.013906822,0.153543646
LPC 18:0,524.408025 -> 184.07,RDH12_100_vs_WT_100,-0.687,0.007229524,0.086754284
LPC 18:0,524.408025 -> 184.07,RDH12_100_vs_RDH12_Veh,0.0819,0.714653582,0.976005797
LPC 18:0,524.408025 -> 184.07,RDH12_200_vs_WT_200,-0.547,0.025646347,0.083933499
LPC 18:0,524.408025 -> 184.07,RDH12_200_vs_RDH12_100,0.429,0.070734607,0.649923037
LPC 18:0,524.408025 -> 184.07,RDH12_200_vs_RDH12_Veh,0.511,0.035194783,0.222282837
LPC 18:0,524.408025 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.442,0.063115327,0.223343256
LPC 18:1,522.355925 -> 184.07,WT_100_vs_WT_Veh,0.155,0.743225102,0.905526004
LPC 18:1,522.355925 -> 184.07,WT_200_vs_WT_100,0.536,0.266845476,0.568428233
LPC 18:1,522.355925 -> 184.07,WT_200_vs_WT_Veh,0.691,0.158027524,0.598841144
LPC 18:1,522.355925 -> 184.07,RDH12_100_vs_WT_100,0.221,0.640987783,0.870775856
LPC 18:1,522.355925 -> 184.07,RDH12_100_vs_RDH12_Veh,0.239,0.613957026,0.953944604
LPC 18:1,522.355925 -> 184.07,RDH12_200_vs_WT_200,-0.817,0.099325086,0.233610021
LPC 18:1,522.355925 -> 184.07,RDH12_200_vs_RDH12_100,-0.502,0.296671043,0.819582967
LPC 18:1,522.355925 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.263,0.579290118,0.801754668
LPC 18:1,522.355925 -> 184.07,RDH12_Veh_vs_WT_Veh,0.137,0.772441362,0.882790128
LPC 18:2,520.376725 -> 184.07,WT_100_vs_WT_Veh,0.107,0.394073753,0.735059849
LPC 18:2,520.376725 -> 184.07,WT_200_vs_WT_100,-0.025,0.839825104,0.963622707
LPC 18:2,520.376725 -> 184.07,WT_200_vs_WT_Veh,0.0818,0.511771549,0.881520371
LPC 18:2,520.376725 -> 184.07,RDH12_100_vs_WT_100,-0.24,0.067625718,0.333496692
LPC 18:2,520.376725 -> 184.07,RDH12_100_vs_RDH12_Veh,-0.0647,0.602847264,0.953944604
LPC 18:2,520.376725 -> 184.07,RDH12_200_vs_WT_200,-0.305,0.024501528,0.08167176
LPC 18:2,520.376725 -> 184.07,RDH12_200_vs_RDH12_100,-0.0902,0.470467589,0.91275928
LPC 18:2,520.376725 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.155,0.223099715,0.53701383
LPC 18:2,520.376725 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.0688,0.580488332,0.749017202
LPC 20:0,552.402925 -> 184.07,WT_100_vs_WT_Veh,-0.0978,0.317768084,0.698956427
LPC 20:0,552.402925 -> 184.07,WT_200_vs_WT_100,0.272,0.011998226,0.139334238
LPC 20:0,552.402925 -> 184.07,WT_200_vs_WT_Veh,0.174,0.086802522,0.447092099
LPC 20:0,552.402925 -> 184.07,RDH12_100_vs_WT_100,0.0607,0.531041446,0.799374187
LPC 20:0,552.402925 -> 184.07,RDH12_100_vs_RDH12_Veh,0.18,0.077753167,0.906179064
LPC 20:0,552.402925 -> 184.07,RDH12_200_vs_WT_200,-0.229,0.029108817,0.094406974
LPC 20:0,552.402925 -> 184.07,RDH12_200_vs_RDH12_100,-0.0181,0.850455768,0.998456697
LPC 20:0,552.402925 -> 184.07,RDH12_200_vs_RDH12_Veh,0.161,0.109239106,0.385549786
LPC 20:0,552.402925 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.217,0.03742121,0.170303978
LPC 24:0,608.465525 -> 184.07,WT_100_vs_WT_Veh,0.0293,0.835954202,0.943396591
LPC 24:0,608.465525 -> 184.07,WT_200_vs_WT_100,0.0487,0.73080579,0.913507237
LPC 24:0,608.465525 -> 184.07,WT_200_vs_WT_Veh,0.0779,0.582974456,0.91393034
LPC 24:0,608.465525 -> 184.07,RDH12_100_vs_WT_100,-0.0519,0.713680515,0.901491177
LPC 24:0,608.465525 -> 184.07,RDH12_100_vs_RDH12_Veh,0.21,0.150925883,0.931806613
LPC 24:0,608.465525 -> 184.07,RDH12_200_vs_WT_200,-0.0845,0.551866268,0.728327791
LPC 24:0,608.465525 -> 184.07,RDH12_200_vs_RDH12_100,0.0161,0.909386302,0.998456697
LPC 24:0,608.465525 -> 184.07,RDH12_200_vs_RDH12_Veh,0.227,0.124181892,0.406413464
LPC 24:0,608.465525 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.233,0.114445946,0.3097785
LPC 26:0,636.496825 -> 184.07,WT_100_vs_WT_Veh,0.0224,0.929669198,0.979634527
LPC 26:0,636.496825 -> 184.07,WT_200_vs_WT_100,0.116,0.65003789,0.866777309
LPC 26:0,636.496825 -> 184.07,WT_200_vs_WT_Veh,0.138,0.588631842,0.91393034
LPC 26:0,636.496825 -> 184.07,RDH12_100_vs_WT_100,0.135,0.596471302,0.854555773
LPC 26:0,636.496825 -> 184.07,RDH12_100_vs_RDH12_Veh,0.425,0.109742369,0.931806613
LPC 26:0,636.496825 -> 184.07,RDH12_200_vs_WT_200,0.252,0.329906077,0.51637473
LPC 26:0,636.496825 -> 184.07,RDH12_200_vs_RDH12_100,0.232,0.3675526,0.851781189
LPC 26:0,636.496825 -> 184.07,RDH12_200_vs_RDH12_Veh,0.658,0.019234267,0.188078626
LPC 26:0,636.496825 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.268,0.300817618,0.518115163
LPC O-18:1,508.376725 -> 184.07,WT_100_vs_WT_Veh,-0.173,0.162389363,0.516053985
LPC O-18:1,508.376725 -> 184.07,WT_200_vs_WT_100,0.351,0.009688923,0.120276281
LPC O-18:1,508.376725 -> 184.07,WT_200_vs_WT_Veh,0.177,0.153407189,0.593996817
LPC O-18:1,508.376725 -> 184.07,RDH12_100_vs_WT_100,0.185,0.138507288,0.466005828
LPC O-18:1,508.376725 -> 184.07,RDH12_100_vs_RDH12_Veh,0.101,0.403372768,0.953944604
LPC O-18:1,508.376725 -> 184.07,RDH12_200_vs_WT_200,-0.31,0.01917063,0.067661049
LPC O-18:1,508.376725 -> 184.07,RDH12_200_vs_RDH12_100,-0.144,0.240147356,0.7859368
LPC O-18:1,508.376725 -> 184.07,RDH12_200_vs_RDH12_Veh,-0.0429,0.720951937,0.885811254
LPC O-18:1,508.376725 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.09,0.456529642,0.652185203
LPC O-20:4,530.361025 -> 184.07,WT_100_vs_WT_Veh,0.0251,0.892639004,0.967921812
LPC O-20:4,530.361025 -> 184.07,WT_200_vs_WT_100,0.114,0.542427881,0.807499382
LPC O-20:4,530.361025 -> 184.07,WT_200_vs_WT_Veh,0.139,0.458757353,0.860170037
LPC O-20:4,530.361025 -> 184.07,RDH12_100_vs_WT_100,-0.416,0.038447229,0.223241972
LPC O-20:4,530.361025 -> 184.07,RDH12_100_vs_RDH12_Veh,0.185,0.328394596,0.953944604
LPC O-20:4,530.361025 -> 184.07,RDH12_200_vs_WT_200,-0.511,0.01384089,0.05244969
LPC O-20:4,530.361025 -> 184.07,RDH12_200_vs_RDH12_100,0.0184,0.920978374,0.998456697
LPC O-20:4,530.361025 -> 184.07,RDH12_200_vs_RDH12_Veh,0.203,0.284096983,0.581107465
LPC O-20:4,530.361025 -> 184.07,RDH12_Veh_vs_WT_Veh,-0.575,0.006848631,0.050316473
LPC O-20:5,528.366555 -> 184.1,WT_100_vs_WT_Veh,-0.127,0.377689918,0.734023537
LPC O-20:5,528.366555 -> 184.1,WT_200_vs_WT_100,0.619,0.000520116,0.038610211
LPC O-20:5,528.366555 -> 184.1,WT_200_vs_WT_Veh,0.492,0.003181932,0.076366358
LPC O-20:5,528.366555 -> 184.1,RDH12_100_vs_WT_100,-0.119,0.406909158,0.709396573
LPC O-20:5,528.366555 -> 184.1,RDH12_100_vs_RDH12_Veh,-0.0671,0.637172206,0.957126316
LPC O-20:5,528.366555 -> 184.1,RDH12_200_vs_WT_200,-0.497,0.002975578,0.016737627
LPC O-20:5,528.366555 -> 184.1,RDH12_200_vs_RDH12_100,0.241,0.104751249,0.711517921
LPC O-20:5,528.366555 -> 184.1,RDH12_200_vs_RDH12_Veh,0.174,0.231427673,0.540015996
LPC O-20:5,528.366555 -> 184.1,RDH12_Veh_vs_WT_Veh,-0.179,0.219843395,0.44462709
LPC(14:0),468.345425 -> 184.1,WT_100_vs_WT_Veh,0.122,0.480977799,0.775834311
LPC(14:0),468.345425 -> 184.1,WT_200_vs_WT_100,0.243,0.171751055,0.448214095
LPC(14:0),468.345425 -> 184.1,WT_200_vs_WT_Veh,0.365,0.047923669,0.313682198
LPC(14:0),468.345425 -> 184.1,RDH12_100_vs_WT_100,0.259,0.147009232,0.478024217
LPC(14:0),468.345425 -> 184.1,RDH12_100_vs_RDH12_Veh,0.269,0.13196165,0.931806613
LPC(14:0),468.345425 -> 184.1,RDH12_200_vs_WT_200,-0.355,0.053108461,0.156713493
LPC(14:0),468.345425 -> 184.1,RDH12_200_vs_RDH12_100,-0.371,0.044471975,0.626505494
LPC(14:0),468.345425 -> 184.1,RDH12_200_vs_RDH12_Veh,-0.102,0.555030557,0.797077177
LPC(14:0),468.345425 -> 184.1,RDH12_Veh_vs_WT_Veh,0.111,0.520179204,0.706672861
LPC(20:1),550.387225 -> 184.1,WT_100_vs_WT_Veh,-0.247,0.109969059,0.514141054
LPC(20:1),550.387225 -> 184.1,WT_200_vs_WT_100,0.228,0.137409823,0.405601323
LPC(20:1),550.387225 -> 184.1,WT_200_vs_WT_Veh,-0.0189,0.898129052,0.989198075
LPC(20:1),550.387225 -> 184.1,RDH12_100_vs_WT_100,0.198,0.193366578,0.531389069
LPC(20:1),550.387225 -> 184.1,RDH12_100_vs_RDH12_Veh,0.127,0.394347392,0.953944604
LPC(20:1),550.387225 -> 184.1,RDH12_200_vs_WT_200,0.0181,0.90251059,0.950011147
LPC(20:1),550.387225 -> 184.1,RDH12_200_vs_RDH12_100,0.0483,0.743743602,0.995250349
LPC(20:1),550.387225 -> 184.1,RDH12_200_vs_RDH12_Veh,0.176,0.245285358,0.551892055
